,FREQ,REF_AREA,SEX,AGE,EDU_LEV_HIGHEST,TIME_PERIOD,OBS_VALUE
3288,Q,ITCD,2,Y50-64,99,2023-Q4,76.118
3289,Q,ITCD,2,Y50-64,99,2024-Q1,88.173
3290,Q,ITCD,2,Y50-64,99,2024-Q2,73.973
3291,Q,ITCD,2,Y50-64,99,2024-Q3,64.575
3292,Q,ITCD,2,Y50-64,99,2024-Q4,65.88
3293,Q,ITCD,2,Y50-74,11,2022-Q4,6.329
3294,Q,ITCD,2,Y50-74,11,2023-Q1,8.332
3295,Q,ITCD,2,Y50-74,11,2023-Q2,5.097
3296,Q,ITCD,2,Y50-74,11,2023-Q3,9.025
3297,Q,ITCD,2,Y50-74,11,2023-Q4,5.352
3298,Q,ITCD,2,Y50-74,11,2024-Q1,10.092
3299,Q,ITCD,2,Y50-74,11,2024-Q2,8.968
3300,Q,ITCD,2,Y50-74,11,2024-Q3,10.521
3301,Q,ITCD,2,Y50-74,11,2024-Q4,5.799
3302,Q,ITCD,2,Y50-74,13,2022-Q4,49.933
3303,Q,ITCD,2,Y50-74,13,2023-Q1,50.147
3304,Q,ITCD,2,Y50-74,13,2023-Q2,47.143
3305,Q,ITCD,2,Y50-74,13,2023-Q3,41.556
3306,Q,ITCD,2,Y50-74,13,2023-Q4,41.619
3307,Q,ITCD,2,Y50-74,13,2024-Q1,42.401
3308,Q,ITCD,2,Y50-74,13,2024-Q2,38.296
3309,Q,ITCD,2,Y50-74,13,2024-Q3,34.499
3310,Q,ITCD,2,Y50-74,13,2024-Q4,30.942
3311,Q,ITCD,2,Y50-74,7,2022-Q4,34.069
3312,Q,ITCD,2,Y50-74,7,2023-Q1,34.537
3313,Q,ITCD,2,Y50-74,7,2023-Q2,40.073
3314,Q,ITCD,2,Y50-74,7,2023-Q3,29.843
3315,Q,ITCD,2,Y50-74,7,2023-Q4,32.224
3316,Q,ITCD,2,Y50-74,7,2024-Q1,41.414
3317,Q,ITCD,2,Y50-74,7,2024-Q2,29.602
3318,Q,ITCD,2,Y50-74,7,2024-Q3,23.006
3319,Q,ITCD,2,Y50-74,7,2024-Q4,32.331
3320,Q,ITCD,2,Y50-74,99,2022-Q4,90.33
3321,Q,ITCD,2,Y50-74,99,2023-Q1,93.015
3322,Q,ITCD,2,Y50-74,99,2023-Q2,92.312
3323,Q,ITCD,2,Y50-74,99,2023-Q3,80.424
3324,Q,ITCD,2,Y50-74,99,2023-Q4,79.195
3325,Q,ITCD,2,Y50-74,99,2024-Q1,93.906
3326,Q,ITCD,2,Y50-74,99,2024-Q2,76.866
3327,Q,ITCD,2,Y50-74,99,2024-Q3,68.026
3328,Q,ITCD,2,Y50-74,99,2024-Q4,69.073
3329,Q,ITCD,2,Y55-64,99,2022-Q4,44.694
3330,Q,ITCD,2,Y55-64,99,2023-Q1,40.842
3331,Q,ITCD,2,Y55-64,99,2023-Q2,43.852
3332,Q,ITCD,2,Y55-64,99,2023-Q3,43.333
3333,Q,ITCD,2,Y55-64,99,2023-Q4,45.198
3334,Q,ITCD,2,Y55-64,99,2024-Q1,45.214
3335,Q,ITCD,2,Y55-64,99,2024-Q2,40.679
3336,Q,ITCD,2,Y55-64,99,2024-Q3,33.052
3337,Q,ITCD,2,Y55-64,99,2024-Q4,43.027
3338,Q,ITCD,2,Y65-74,99,2022-Q4,4.49
3339,Q,ITCD,2,Y65-74,99,2023-Q1,2.406
3340,Q,ITCD,2,Y65-74,99,2023-Q2,5.164
3341,Q,ITCD,2,Y65-74,99,2023-Q3,3.941
3342,Q,ITCD,2,Y65-74,99,2023-Q4,3.077
3343,Q,ITCD,2,Y65-74,99,2024-Q1,5.733
3344,Q,ITCD,2,Y65-74,99,2024-Q2,2.893
3345,Q,ITCD,2,Y65-74,99,2024-Q3,3.452
3346,Q,ITCD,2,Y65-74,99,2024-Q4,3.193
3347,Q,ITCD,9,Y15-24,99,2022-Q4,121.73
3348,Q,ITCD,9,Y15-24,99,2023-Q1,119.256
3349,Q,ITCD,9,Y15-24,99,2023-Q2,135.235
3350,Q,ITCD,9,Y15-24,99,2023-Q3,124.913
3351,Q,ITCD,9,Y15-24,99,2023-Q4,127.817
3352,Q,ITCD,9,Y15-24,99,2024-Q1,106.362
3353,Q,ITCD,9,Y15-24,99,2024-Q2,99.17
3354,Q,ITCD,9,Y15-24,99,2024-Q3,85.602
3355,Q,ITCD,9,Y15-24,99,2024-Q4,104.163
3356,Q,ITCD,9,Y15-29,99,2022-Q4,207.764
3357,Q,ITCD,9,Y15-29,99,2023-Q1,187.919
3358,Q,ITCD,9,Y15-29,99,2023-Q2,204.055
3359,Q,ITCD,9,Y15-29,99,2023-Q3,197.589
3360,Q,ITCD,9,Y15-29,99,2023-Q4,199.87
3361,Q,ITCD,9,Y15-29,99,2024-Q1,173.707
3362,Q,ITCD,9,Y15-29,99,2024-Q2,155.408
3363,Q,ITCD,9,Y15-29,99,2024-Q3,159.728
3364,Q,ITCD,9,Y15-29,99,2024-Q4,168.288
3365,Q,ITCD,9,Y15-34,11,2022-Q4,46.686
3366,Q,ITCD,9,Y15-34,11,2023-Q1,44.156
3367,Q,ITCD,9,Y15-34,11,2023-Q2,42.699
3368,Q,ITCD,9,Y15-34,11,2023-Q3,55.618
3369,Q,ITCD,9,Y15-34,11,2023-Q4,47.405
3370,Q,ITCD,9,Y15-34,11,2024-Q1,43.873
3371,Q,ITCD,9,Y15-34,11,2024-Q2,36.724
3372,Q,ITCD,9,Y15-34,11,2024-Q3,52.695
3373,Q,ITCD,9,Y15-34,11,2024-Q4,43.079
3374,Q,ITCD,9,Y15-34,13,2022-Q4,67.376
3375,Q,ITCD,9,Y15-34,13,2023-Q1,70.769
3376,Q,ITCD,9,Y15-34,13,2023-Q2,80.173
3377,Q,ITCD,9,Y15-34,13,2023-Q3,46.575
3378,Q,ITCD,9,Y15-34,13,2023-Q4,50.576
3379,Q,ITCD,9,Y15-34,13,2024-Q1,58.833
3380,Q,ITCD,9,Y15-34,13,2024-Q2,57.975
3381,Q,ITCD,9,Y15-34,13,2024-Q3,54.034
3382,Q,ITCD,9,Y15-34,13,2024-Q4,52.727
3383,Q,ITCD,9,Y15-34,7,2022-Q4,144.512
3384,Q,ITCD,9,Y15-34,7,2023-Q1,132.506
3385,Q,ITCD,9,Y15-34,7,2023-Q2,122.81
3386,Q,ITCD,9,Y15-34,7,2023-Q3,155.081
3387,Q,ITCD,9,Y15-34,7,2023-Q4,160.593
3388,Q,ITCD,9,Y15-34,7,2024-Q1,127.264
3389,Q,ITCD,9,Y15-34,7,2024-Q2,108.744
3390,Q,ITCD,9,Y15-34,7,2024-Q3,106.888
3391,Q,ITCD,9,Y15-34,7,2024-Q4,122.384
3392,Q,ITCD,9,Y15-34,99,2022-Q4,258.574
3393,Q,ITCD,9,Y15-34,99,2023-Q1,247.431
3394,Q,ITCD,9,Y15-34,99,2023-Q2,245.682
3395,Q,ITCD,9,Y15-34,99,2023-Q3,257.275
3396,Q,ITCD,9,Y15-34,99,2023-Q4,258.573
3397,Q,ITCD,9,Y15-34,99,2024-Q1,229.97
3398,Q,ITCD,9,Y15-34,99,2024-Q2,203.443
3399,Q,ITCD,9,Y15-34,99,2024-Q3,213.617
3400,Q,ITCD,9,Y15-34,99,2024-Q4,218.19
3401,Q,ITCD,9,Y15-64,11,2022-Q4,83.155
3402,Q,ITCD,9,Y15-64,11,2023-Q1,79.621
3403,Q,ITCD,9,Y15-64,11,2023-Q2,72.889
3404,Q,ITCD,9,Y15-64,11,2023-Q3,96.34
3405,Q,ITCD,9,Y15-64,11,2023-Q4,85.473
3406,Q,ITCD,9,Y15-64,11,2024-Q1,85.324
3407,Q,ITCD,9,Y15-64,11,2024-Q2,69.044
3408,Q,ITCD,9,Y15-64,11,2024-Q3,96.842
3409,Q,ITCD,9,Y15-64,11,2024-Q4,85.248
3410,Q,ITCD,9,Y15-64,13,2022-Q4,232.223
3411,Q,ITCD,9,Y15-64,13,2023-Q1,256.713
3412,Q,ITCD,9,Y15-64,13,2023-Q2,259.93
3413,Q,ITCD,9,Y15-64,13,2023-Q3,183.505
3414,Q,ITCD,9,Y15-64,13,2023-Q4,196.869
3415,Q,ITCD,9,Y15-64,13,2024-Q1,226.887
3416,Q,ITCD,9,Y15-64,13,2024-Q2,188.016
3417,Q,ITCD,9,Y15-64,13,2024-Q3,155.01
3418,Q,ITCD,9,Y15-64,13,2024-Q4,171.645
3419,Q,ITCD,9,Y15-64,7,2022-Q4,278.653
3420,Q,ITCD,9,Y15-64,7,2023-Q1,283.959
3421,Q,ITCD,9,Y15-64,7,2023-Q2,257.387
3422,Q,ITCD,9,Y15-64,7,2023-Q3,282.573
3423,Q,ITCD,9,Y15-64,7,2023-Q4,289.837
3424,Q,ITCD,9,Y15-64,7,2024-Q1,268.304
3425,Q,ITCD,9,Y15-64,7,2024-Q2,233.126
3426,Q,ITCD,9,Y15-64,7,2024-Q3,216.664
3427,Q,ITCD,9,Y15-64,7,2024-Q4,232.546
3428,Q,ITCD,9,Y15-64,99,2022-Q4,594.031
3429,Q,ITCD,9,Y15-64,99,2023-Q1,620.293
3430,Q,ITCD,9,Y15-64,99,2023-Q2,590.205
3431,Q,ITCD,9,Y15-64,99,2023-Q3,562.418
3432,Q,ITCD,9,Y15-64,99,2023-Q4,572.18
3433,Q,ITCD,9,Y15-64,99,2024-Q1,580.516
3434,Q,ITCD,9,Y15-64,99,2024-Q2,490.185
3435,Q,ITCD,9,Y15-64,99,2024-Q3,468.516
3436,Q,ITCD,9,Y15-64,99,2024-Q4,489.44
3437,Q,ITCD,9,Y15-74,11,2022-Q4,84.379
3438,Q,ITCD,9,Y15-74,11,2023-Q1,79.805
3439,Q,ITCD,9,Y15-74,11,2023-Q2,74.215
3440,Q,ITCD,9,Y15-74,11,2023-Q3,96.34
3441,Q,ITCD,9,Y15-74,11,2023-Q4,85.867
3442,Q,ITCD,9,Y15-74,11,2024-Q1,87.401
3443,Q,ITCD,9,Y15-74,11,2024-Q2,69.072
3444,Q,ITCD,9,Y15-74,11,2024-Q3,96.842
3445,Q,ITCD,9,Y15-74,11,2024-Q4,85.452
3446,Q,ITCD,9,Y15-74,13,2022-Q4,236.747
3447,Q,ITCD,9,Y15-74,13,2023-Q1,258.743
3448,Q,ITCD,9,Y15-74,13,2023-Q2,265.459
3449,Q,ITCD,9,Y15-74,13,2023-Q3,187.647
3450,Q,ITCD,9,Y15-74,13,2023-Q4,199.219
3451,Q,ITCD,9,Y15-74,13,2024-Q1,231.723
3452,Q,ITCD,9,Y15-74,13,2024-Q2,191.852
3453,Q,ITCD,9,Y15-74,13,2024-Q3,157.638
3454,Q,ITCD,9,Y15-74,13,2024-Q4,172.496
3455,Q,ITCD,9,Y15-74,7,2022-Q4,281.315
3456,Q,ITCD,9,Y15-74,7,2023-Q1,284.945
3457,Q,ITCD,9,Y15-74,7,2023-Q2,258.737
3458,Q,ITCD,9,Y15-74,7,2023-Q3,284.829
3459,Q,ITCD,9,Y15-74,7,2023-Q4,291.93
3460,Q,ITCD,9,Y15-74,7,2024-Q1,269.121
3461,Q,ITCD,9,Y15-74,7,2024-Q2,233.859
3462,Q,ITCD,9,Y15-74,7,2024-Q3,218.035
3463,Q,ITCD,9,Y15-74,7,2024-Q4,236.43
3464,Q,ITCD,9,Y15-74,99,2022-Q4,602.441
3465,Q,ITCD,9,Y15-74,99,2023-Q1,623.492
3466,Q,ITCD,9,Y15-74,99,2023-Q2,598.411
3467,Q,ITCD,9,Y15-74,99,2023-Q3,568.816
3468,Q,ITCD,9,Y15-74,99,2023-Q4,577.016
3469,Q,ITCD,9,Y15-74,99,2024-Q1,588.245
3470,Q,ITCD,9,Y15-74,99,2024-Q2,494.783
3471,Q,ITCD,9,Y15-74,99,2024-Q3,472.516
3472,Q,ITCD,9,Y15-74,99,2024-Q4,494.378
3473,Q,ITCD,9,Y25-34,99,2022-Q4,136.843
3474,Q,ITCD,9,Y25-34,99,2023-Q1,128.175
3475,Q,ITCD,9,Y25-34,99,2023-Q2,110.446
3476,Q,ITCD,9,Y25-34,99,2023-Q3,132.362
3477,Q,ITCD,9,Y25-34,99,2023-Q4,130.757
3478,Q,ITCD,9,Y25-34,99,2024-Q1,123.609
3479,Q,ITCD,9,Y25-34,99,2024-Q2,104.272
3480,Q,ITCD,9,Y25-34,99,2024-Q3,128.014
3481,Q,ITCD,9,Y25-34,99,2024-Q4,114.027
3482,Q,ITCD,9,Y35-44,99,2022-Q4,118.373
3483,Q,ITCD,9,Y35-44,99,2023-Q1,130.394
3484,Q,ITCD,9,Y35-44,99,2023-Q2,111.728
3485,Q,ITCD,9,Y35-44,99,2023-Q3,107.412
3486,Q,ITCD,9,Y35-44,99,2023-Q4,114.108
3487,Q,ITCD,9,Y35-44,99,2024-Q1,119.907
3488,Q,ITCD,9,Y35-44,99,2024-Q2,91.396
3489,Q,ITCD,9,Y35-44,99,2024-Q3,95.697
3490,Q,ITCD,9,Y35-44,99,2024-Q4,100.896
3491,Q,ITCD,9,Y35-49,11,2022-Q4,25.635
3492,Q,ITCD,9,Y35-49,11,2023-Q1,23.078
3493,Q,ITCD,9,Y35-49,11,2023-Q2,20.72
3494,Q,ITCD,9,Y35-49,11,2023-Q3,27.503
3495,Q,ITCD,9,Y35-49,11,2023-Q4,28.705
3496,Q,ITCD,9,Y35-49,11,2024-Q1,29.951
3497,Q,ITCD,9,Y35-49,11,2024-Q2,21.627
3498,Q,ITCD,9,Y35-49,11,2024-Q3,24.504
3499,Q,ITCD,9,Y35-49,11,2024-Q4,29.591
3500,Q,ITCD,9,Y35-49,13,2022-Q4,71.952
3501,Q,ITCD,9,Y35-49,13,2023-Q1,90.493
3502,Q,ITCD,9,Y35-49,13,2023-Q2,85.049
3503,Q,ITCD,9,Y35-49,13,2023-Q3,67.148
3504,Q,ITCD,9,Y35-49,13,2023-Q4,66.711
3505,Q,ITCD,9,Y35-49,13,2024-Q1,81.539
3506,Q,ITCD,9,Y35-49,13,2024-Q2,52.251
3507,Q,ITCD,9,Y35-49,13,2024-Q3,51.586
3508,Q,ITCD,9,Y35-49,13,2024-Q4,58.525
3509,Q,ITCD,9,Y35-49,7,2022-Q4,80.633
3510,Q,ITCD,9,Y35-49,7,2023-Q1,86.32
3511,Q,ITCD,9,Y35-49,7,2023-Q2,69.921
3512,Q,ITCD,9,Y35-49,7,2023-Q3,80.125
3513,Q,ITCD,9,Y35-49,7,2023-Q4,79.271
3514,Q,ITCD,9,Y35-49,7,2024-Q1,75.054
3515,Q,ITCD,9,Y35-49,7,2024-Q2,76.192
3516,Q,ITCD,9,Y35-49,7,2024-Q3,66.433
3517,Q,ITCD,9,Y35-49,7,2024-Q4,68.338
3518,Q,ITCD,9,Y35-49,99,2022-Q4,178.22
3519,Q,ITCD,9,Y35-49,99,2023-Q1,199.89
3520,Q,ITCD,9,Y35-49,99,2023-Q2,175.691
3521,Q,ITCD,9,Y35-49,99,2023-Q3,174.776
3522,Q,ITCD,9,Y35-49,99,2023-Q4,174.686
3523,Q,ITCD,9,Y35-49,99,2024-Q1,186.544
3524,Q,ITCD,9,Y35-49,99,2024-Q2,150.069
3525,Q,ITCD,9,Y35-49,99,2024-Q3,142.523
3526,Q,ITCD,9,Y35-49,99,2024-Q4,156.453
3527,Q,ITCD,9,Y45-54,99,2022-Q4,131.8
3528,Q,ITCD,9,Y45-54,99,2023-Q1,148.997
3529,Q,ITCD,9,Y45-54,99,2023-Q2,135.503
3530,Q,ITCD,9,Y45-54,99,2023-Q3,120.36
3531,Q,ITCD,9,Y45-54,99,2023-Q4,116.372
3532,Q,ITCD,9,Y45-54,99,2024-Q1,140.859
3533,Q,ITCD,9,Y45-54,99,2024-Q2,118.759
3534,Q,ITCD,9,Y45-54,99,2024-Q3,105.825
3535,Q,ITCD,9,Y45-54,99,2024-Q4,103.92
3536,Q,ITCD,9,Y50-64,11,2022-Q4,10.834
3537,Q,ITCD,9,Y50-64,11,2023-Q1,12.387
3538,Q,ITCD,9,Y50-64,11,2023-Q2,9.47
3539,Q,ITCD,9,Y50-64,11,2023-Q3,13.218
3540,Q,ITCD,9,Y50-64,11,2023-Q4,9.364
3541,Q,ITCD,9,Y50-64,11,2024-Q1,11.5
3542,Q,ITCD,9,Y50-64,11,2024-Q2,10.693
3543,Q,ITCD,9,Y50-64,11,2024-Q3,19.644
3544,Q,ITCD,9,Y50-64,11,2024-Q4,12.579
3545,Q,ITCD,9,Y50-64,13,2022-Q4,92.895
3546,Q,ITCD,9,Y50-64,13,2023-Q1,95.451
3547,Q,ITCD,9,Y50-64,13,2023-Q2,94.708
3548,Q,ITCD,9,Y50-64,13,2023-Q3,69.782
3549,Q,ITCD,9,Y50-64,13,2023-Q4,79.583
3550,Q,ITCD,9,Y50-64,13,2024-Q1,86.516
3551,Q,ITCD,9,Y50-64,13,2024-Q2,77.79
3552,Q,ITCD,9,Y50-64,13,2024-Q3,49.39
3553,Q,ITCD,9,Y50-64,13,2024-Q4,60.393
3554,Q,ITCD,9,Y50-64,7,2022-Q4,53.508
3555,Q,ITCD,9,Y50-64,7,2023-Q1,65.133
3556,Q,ITCD,9,Y50-64,7,2023-Q2,64.656
3557,Q,ITCD,9,Y50-64,7,2023-Q3,47.366
3558,Q,ITCD,9,Y50-64,7,2023-Q4,49.974
3559,Q,ITCD,9,Y50-64,7,2024-Q1,65.986
3560,Q,ITCD,9,Y50-64,7,2024-Q2,48.191
3561,Q,ITCD,9,Y50-64,7,2024-Q3,43.343
3562,Q,ITCD,9,Y50-64,7,2024-Q4,41.825
3563,Q,ITCD,9,Y50-64,99,2022-Q4,157.237
3564,Q,ITCD,9,Y50-64,99,2023-Q1,172.972
3565,Q,ITCD,9,Y50-64,99,2023-Q2,168.833
3566,Q,ITCD,9,Y50-64,99,2023-Q3,130.367
3567,Q,ITCD,9,Y50-64,99,2023-Q4,138.92
3568,Q,ITCD,9,Y50-64,99,2024-Q1,164.002
3569,Q,ITCD,9,Y50-64,99,2024-Q2,136.674
3570,Q,ITCD,9,Y50-64,99,2024-Q3,112.377
3571,Q,ITCD,9,Y50-64,99,2024-Q4,114.797
3572,Q,ITCD,9,Y50-74,11,2022-Q4,12.058
3573,Q,ITCD,9,Y50-74,11,2023-Q1,12.571
3574,Q,ITCD,9,Y50-74,11,2023-Q2,10.797
3575,Q,ITCD,9,Y50-74,11,2023-Q3,13.218
3576,Q,ITCD,9,Y50-74,11,2023-Q4,9.757
3577,Q,ITCD,9,Y50-74,11,2024-Q1,13.577
3578,Q,ITCD,9,Y50-74,11,2024-Q2,10.721
3579,Q,ITCD,9,Y50-74,11,2024-Q3,19.644
3580,Q,ITCD,9,Y50-74,11,2024-Q4,12.782
3581,Q,ITCD,9,Y50-74,13,2022-Q4,97.419
3582,Q,ITCD,9,Y50-74,13,2023-Q1,97.481
3583,Q,ITCD,9,Y50-74,13,2023-Q2,100.237
3584,Q,ITCD,9,Y50-74,13,2023-Q3,73.924
3585,Q,ITCD,9,Y50-74,13,2023-Q4,81.933
3586,Q,ITCD,9,Y50-74,13,2024-Q1,91.351
3587,Q,ITCD,9,Y50-74,13,2024-Q2,81.627
3588,Q,ITCD,9,Y50-74,13,2024-Q3,52.018
3589,Q,ITCD,9,Y50-74,13,2024-Q4,61.244
3590,Q,ITCD,9,Y50-74,7,2022-Q4,56.17
3591,Q,ITCD,9,Y50-74,7,2023-Q1,66.119
3592,Q,ITCD,9,Y50-74,7,2023-Q2,66.005
3593,Q,ITCD,9,Y50-74,7,2023-Q3,49.623
3594,Q,ITCD,9,Y50-74,7,2023-Q4,52.067
3595,Q,ITCD,9,Y50-74,7,2024-Q1,66.803
3596,Q,ITCD,9,Y50-74,7,2024-Q2,48.924
3597,Q,ITCD,9,Y50-74,7,2024-Q3,44.715
3598,Q,ITCD,9,Y50-74,7,2024-Q4,45.709
3599,Q,ITCD,9,Y50-74,99,2022-Q4,165.647
3600,Q,ITCD,9,Y50-74,99,2023-Q1,176.171
3601,Q,ITCD,9,Y50-74,99,2023-Q2,177.039
3602,Q,ITCD,9,Y50-74,99,2023-Q3,136.765
3603,Q,ITCD,9,Y50-74,99,2023-Q4,143.757
3604,Q,ITCD,9,Y50-74,99,2024-Q1,171.731
3605,Q,ITCD,9,Y50-74,99,2024-Q2,141.272
3606,Q,ITCD,9,Y50-74,99,2024-Q3,116.377
3607,Q,ITCD,9,Y50-74,99,2024-Q4,119.735
3608,Q,ITCD,9,Y55-64,99,2022-Q4,85.284
3609,Q,ITCD,9,Y55-64,99,2023-Q1,93.471
3610,Q,ITCD,9,Y55-64,99,2023-Q2,97.293
3611,Q,ITCD,9,Y55-64,99,2023-Q3,77.371
3612,Q,ITCD,9,Y55-64,99,2023-Q4,83.126
3613,Q,ITCD,9,Y55-64,99,2024-Q1,89.781
3614,Q,ITCD,9,Y55-64,99,2024-Q2,76.587
3615,Q,ITCD,9,Y55-64,99,2024-Q3,53.378
3616,Q,ITCD,9,Y55-64,99,2024-Q4,66.434
3617,Q,ITCD,9,Y65-74,99,2022-Q4,8.41
3618,Q,ITCD,9,Y65-74,99,2023-Q1,3.199
3619,Q,ITCD,9,Y65-74,99,2023-Q2,8.206
3620,Q,ITCD,9,Y65-74,99,2023-Q3,6.398
3621,Q,ITCD,9,Y65-74,99,2023-Q4,4.837
3622,Q,ITCD,9,Y65-74,99,2024-Q1,7.729
3623,Q,ITCD,9,Y65-74,99,2024-Q2,4.598
3624,Q,ITCD,9,Y65-74,99,2024-Q3,4.0
3625,Q,ITCD,9,Y65-74,99,2024-Q4,4.938
3626,Q,ITD,1,Y15-24,99,2022-Q4,23.69
3627,Q,ITD,1,Y15-24,99,2023-Q1,23.18
3628,Q,ITD,1,Y15-24,99,2023-Q2,28.146
3629,Q,ITD,1,Y15-24,99,2023-Q3,25.813
3630,Q,ITD,1,Y15-24,99,2023-Q4,30.412
3631,Q,ITD,1,Y15-24,99,2024-Q1,20.737
3632,Q,ITD,1,Y15-24,99,2024-Q2,22.029
3633,Q,ITD,1,Y15-24,99,2024-Q3,26.14
3634,Q,ITD,1,Y15-24,99,2024-Q4,13.226
3635,Q,ITD,1,Y15-29,99,2022-Q4,35.487
3636,Q,ITD,1,Y15-29,99,2023-Q1,39.95
3637,Q,ITD,1,Y15-29,99,2023-Q2,38.642
3638,Q,ITD,1,Y15-29,99,2023-Q3,38.041
3639,Q,ITD,1,Y15-29,99,2023-Q4,42.422
3640,Q,ITD,1,Y15-29,99,2024-Q1,39.626
3641,Q,ITD,1,Y15-29,99,2024-Q2,28.055
3642,Q,ITD,1,Y15-29,99,2024-Q3,35.937
3643,Q,ITD,1,Y15-29,99,2024-Q4,26.072
3644,Q,ITD,1,Y15-34,11,2022-Q4,7.955
3645,Q,ITD,1,Y15-34,11,2023-Q1,10.895
3646,Q,ITD,1,Y15-34,11,2023-Q2,8.225
3647,Q,ITD,1,Y15-34,11,2023-Q3,5.85
3648,Q,ITD,1,Y15-34,11,2023-Q4,9.12
3649,Q,ITD,1,Y15-34,11,2024-Q1,6.428
3650,Q,ITD,1,Y15-34,11,2024-Q2,8.47
3651,Q,ITD,1,Y15-34,11,2024-Q3,9.076
3652,Q,ITD,1,Y15-34,11,2024-Q4,6.522
3653,Q,ITD,1,Y15-34,13,2022-Q4,10.354
3654,Q,ITD,1,Y15-34,13,2023-Q1,15.615
3655,Q,ITD,1,Y15-34,13,2023-Q2,16.367
3656,Q,ITD,1,Y15-34,13,2023-Q3,10.684
3657,Q,ITD,1,Y15-34,13,2023-Q4,12.516
3658,Q,ITD,1,Y15-34,13,2024-Q1,18.591
3659,Q,ITD,1,Y15-34,13,2024-Q2,9.676
3660,Q,ITD,1,Y15-34,13,2024-Q3,11.578
3661,Q,ITD,1,Y15-34,13,2024-Q4,8.61
3662,Q,ITD,1,Y15-34,7,2022-Q4,24.033
3663,Q,ITD,1,Y15-34,7,2023-Q1,26.425
3664,Q,ITD,1,Y15-34,7,2023-Q2,23.958
3665,Q,ITD,1,Y15-34,7,2023-Q3,37.203
3666,Q,ITD,1,Y15-34,7,2023-Q4,31.856
3667,Q,ITD,1,Y15-34,7,2024-Q1,24.401
3668,Q,ITD,1,Y15-34,7,2024-Q2,17.825
3669,Q,ITD,1,Y15-34,7,2024-Q3,25.065
3670,Q,ITD,1,Y15-34,7,2024-Q4,21.777
3671,Q,ITD,1,Y15-34,99,2022-Q4,42.342
3672,Q,ITD,1,Y15-34,99,2023-Q1,52.934
3673,Q,ITD,1,Y15-34,99,2023-Q2,48.55
3674,Q,ITD,1,Y15-34,99,2023-Q3,53.737
3675,Q,ITD,1,Y15-34,99,2023-Q4,53.491
3676,Q,ITD,1,Y15-34,99,2024-Q1,49.42
3677,Q,ITD,1,Y15-34,99,2024-Q2,35.971
3678,Q,ITD,1,Y15-34,99,2024-Q3,45.72
3679,Q,ITD,1,Y15-34,99,2024-Q4,36.909
3680,Q,ITD,1,Y15-64,11,2022-Q4,13.429
3681,Q,ITD,1,Y15-64,11,2023-Q1,15.56
3682,Q,ITD,1,Y15-64,11,2023-Q2,11.807
3683,Q,ITD,1,Y15-64,11,2023-Q3,14.284
3684,Q,ITD,1,Y15-64,11,2023-Q4,12.587
3685,Q,ITD,1,Y15-64,11,2024-Q1,9.22
3686,Q,ITD,1,Y15-64,11,2024-Q2,10.597
3687,Q,ITD,1,Y15-64,11,2024-Q3,12.72
3688,Q,ITD,1,Y15-64,11,2024-Q4,14.64
3689,Q,ITD,1,Y15-64,13,2022-Q4,41.057
3690,Q,ITD,1,Y15-64,13,2023-Q1,47.847
3691,Q,ITD,1,Y15-64,13,2023-Q2,45.738
3692,Q,ITD,1,Y15-64,13,2023-Q3,37.167
3693,Q,ITD,1,Y15-64,13,2023-Q4,38.629
3694,Q,ITD,1,Y15-64,13,2024-Q1,47.627
3695,Q,ITD,1,Y15-64,13,2024-Q2,25.38
3696,Q,ITD,1,Y15-64,13,2024-Q3,28.467
3697,Q,ITD,1,Y15-64,13,2024-Q4,37.142
3698,Q,ITD,1,Y15-64,7,2022-Q4,43.266
3699,Q,ITD,1,Y15-64,7,2023-Q1,42.922
3700,Q,ITD,1,Y15-64,7,2023-Q2,49.927
3701,Q,ITD,1,Y15-64,7,2023-Q3,61.386
3702,Q,ITD,1,Y15-64,7,2023-Q4,45.54
3703,Q,ITD,1,Y15-64,7,2024-Q1,43.669
3704,Q,ITD,1,Y15-64,7,2024-Q2,39.32
3705,Q,ITD,1,Y15-64,7,2024-Q3,33.299
3706,Q,ITD,1,Y15-64,7,2024-Q4,32.608
3707,Q,ITD,1,Y15-64,99,2022-Q4,97.752
3708,Q,ITD,1,Y15-64,99,2023-Q1,106.329
3709,Q,ITD,1,Y15-64,99,2023-Q2,107.471
3710,Q,ITD,1,Y15-64,99,2023-Q3,112.837
3711,Q,ITD,1,Y15-64,99,2023-Q4,96.756
3712,Q,ITD,1,Y15-64,99,2024-Q1,100.515
3713,Q,ITD,1,Y15-64,99,2024-Q2,75.297
3714,Q,ITD,1,Y15-64,99,2024-Q3,74.486
3715,Q,ITD,1,Y15-64,99,2024-Q4,84.39
3716,Q,ITD,1,Y15-74,11,2022-Q4,14.056
3717,Q,ITD,1,Y15-74,11,2023-Q1,15.56
3718,Q,ITD,1,Y15-74,11,2023-Q2,12.479
3719,Q,ITD,1,Y15-74,11,2023-Q3,14.284
3720,Q,ITD,1,Y15-74,11,2023-Q4,12.981
3721,Q,ITD,1,Y15-74,11,2024-Q1,9.897
3722,Q,ITD,1,Y15-74,11,2024-Q2,10.597
3723,Q,ITD,1,Y15-74,11,2024-Q3,12.72
3724,Q,ITD,1,Y15-74,11,2024-Q4,14.64
3725,Q,ITD,1,Y15-74,13,2022-Q4,41.376
