,FREQ,REF_AREA,SEX,AGE,EDU_LEV_HIGHEST,TIME_PERIOD,OBS_VALUE
1742,Q,IT,9,Y15-64,13,2024-Q1,815.373
1743,Q,IT,9,Y15-64,13,2024-Q2,673.962
1744,Q,IT,9,Y15-64,13,2024-Q3,562.873
1745,Q,IT,9,Y15-64,13,2024-Q4,600.391
1746,Q,IT,9,Y15-64,7,2022-Q4,873.08
1747,Q,IT,9,Y15-64,7,2023-Q1,906.678
1748,Q,IT,9,Y15-64,7,2023-Q2,843.249
1749,Q,IT,9,Y15-64,7,2023-Q3,830.352
1750,Q,IT,9,Y15-64,7,2023-Q4,958.437
1751,Q,IT,9,Y15-64,7,2024-Q1,905.59
1752,Q,IT,9,Y15-64,7,2024-Q2,817.899
1753,Q,IT,9,Y15-64,7,2024-Q3,635.405
1754,Q,IT,9,Y15-64,7,2024-Q4,719.454
1755,Q,IT,9,Y15-64,99,2022-Q4,1982.336
1756,Q,IT,9,Y15-64,99,2023-Q1,2082.091
1757,Q,IT,9,Y15-64,99,2023-Q2,1886.016
1758,Q,IT,9,Y15-64,99,2023-Q3,1834.529
1759,Q,IT,9,Y15-64,99,2023-Q4,1922.027
1760,Q,IT,9,Y15-64,99,2024-Q1,1956.613
1761,Q,IT,9,Y15-64,99,2024-Q2,1695.14
1762,Q,IT,9,Y15-64,99,2024-Q3,1415.77
1763,Q,IT,9,Y15-64,99,2024-Q4,1524.889
1764,Q,IT,9,Y15-74,11,2022-Q4,244.258
1765,Q,IT,9,Y15-74,11,2023-Q1,235.074
1766,Q,IT,9,Y15-74,11,2023-Q2,220.943
1767,Q,IT,9,Y15-74,11,2023-Q3,268.562
1768,Q,IT,9,Y15-74,11,2023-Q4,230.228
1769,Q,IT,9,Y15-74,11,2024-Q1,238.844
1770,Q,IT,9,Y15-74,11,2024-Q2,203.307
1771,Q,IT,9,Y15-74,11,2024-Q3,219.007
1772,Q,IT,9,Y15-74,11,2024-Q4,207.805
1773,Q,IT,9,Y15-74,13,2022-Q4,879.0
1774,Q,IT,9,Y15-74,13,2023-Q1,953.456
1775,Q,IT,9,Y15-74,13,2023-Q2,836.906
1776,Q,IT,9,Y15-74,13,2023-Q3,744.297
1777,Q,IT,9,Y15-74,13,2023-Q4,745.679
1778,Q,IT,9,Y15-74,13,2024-Q1,826.45
1779,Q,IT,9,Y15-74,13,2024-Q2,687.433
1780,Q,IT,9,Y15-74,13,2024-Q3,571.46
1781,Q,IT,9,Y15-74,13,2024-Q4,608.657
1782,Q,IT,9,Y15-74,7,2022-Q4,880.113
1783,Q,IT,9,Y15-74,7,2023-Q1,908.966
1784,Q,IT,9,Y15-74,7,2023-Q2,846.847
1785,Q,IT,9,Y15-74,7,2023-Q3,834.036
1786,Q,IT,9,Y15-74,7,2023-Q4,962.482
1787,Q,IT,9,Y15-74,7,2024-Q1,909.014
1788,Q,IT,9,Y15-74,7,2024-Q2,819.664
1789,Q,IT,9,Y15-74,7,2024-Q3,638.028
1790,Q,IT,9,Y15-74,7,2024-Q4,724.609
1791,Q,IT,9,Y15-74,99,2022-Q4,2003.37
1792,Q,IT,9,Y15-74,99,2023-Q1,2097.496
1793,Q,IT,9,Y15-74,99,2023-Q2,1904.696
1794,Q,IT,9,Y15-74,99,2023-Q3,1846.895
1795,Q,IT,9,Y15-74,99,2023-Q4,1938.388
1796,Q,IT,9,Y15-74,99,2024-Q1,1974.308
1797,Q,IT,9,Y15-74,99,2024-Q2,1710.404
1798,Q,IT,9,Y15-74,99,2024-Q3,1428.495
1799,Q,IT,9,Y15-74,99,2024-Q4,1541.07
1800,Q,IT,9,Y25-34,99,2022-Q4,520.494
1801,Q,IT,9,Y25-34,99,2023-Q1,540.438
1802,Q,IT,9,Y25-34,99,2023-Q2,453.707
1803,Q,IT,9,Y25-34,99,2023-Q3,458.893
1804,Q,IT,9,Y25-34,99,2023-Q4,474.323
1805,Q,IT,9,Y25-34,99,2024-Q1,484.161
1806,Q,IT,9,Y25-34,99,2024-Q2,430.531
1807,Q,IT,9,Y25-34,99,2024-Q3,377.973
1808,Q,IT,9,Y25-34,99,2024-Q4,409.241
1809,Q,IT,9,Y35-44,99,2022-Q4,428.749
1810,Q,IT,9,Y35-44,99,2023-Q1,449.205
1811,Q,IT,9,Y35-44,99,2023-Q2,411.968
1812,Q,IT,9,Y35-44,99,2023-Q3,408.086
1813,Q,IT,9,Y35-44,99,2023-Q4,409.737
1814,Q,IT,9,Y35-44,99,2024-Q1,430.784
1815,Q,IT,9,Y35-44,99,2024-Q2,357.899
1816,Q,IT,9,Y35-44,99,2024-Q3,304.25
1817,Q,IT,9,Y35-44,99,2024-Q4,335.272
1818,Q,IT,9,Y35-49,11,2022-Q4,73.634
1819,Q,IT,9,Y35-49,11,2023-Q1,63.838
1820,Q,IT,9,Y35-49,11,2023-Q2,62.909
1821,Q,IT,9,Y35-49,11,2023-Q3,87.329
1822,Q,IT,9,Y35-49,11,2023-Q4,75.748
1823,Q,IT,9,Y35-49,11,2024-Q1,77.881
1824,Q,IT,9,Y35-49,11,2024-Q2,67.131
1825,Q,IT,9,Y35-49,11,2024-Q3,69.702
1826,Q,IT,9,Y35-49,11,2024-Q4,61.554
1827,Q,IT,9,Y35-49,13,2022-Q4,305.24
1828,Q,IT,9,Y35-49,13,2023-Q1,353.754
1829,Q,IT,9,Y35-49,13,2023-Q2,304.655
1830,Q,IT,9,Y35-49,13,2023-Q3,278.981
1831,Q,IT,9,Y35-49,13,2023-Q4,266.645
1832,Q,IT,9,Y35-49,13,2024-Q1,307.242
1833,Q,IT,9,Y35-49,13,2024-Q2,227.698
1834,Q,IT,9,Y35-49,13,2024-Q3,190.539
1835,Q,IT,9,Y35-49,13,2024-Q4,206.99
1836,Q,IT,9,Y35-49,7,2022-Q4,250.188
1837,Q,IT,9,Y35-49,7,2023-Q1,279.165
1838,Q,IT,9,Y35-49,7,2023-Q2,256.953
1839,Q,IT,9,Y35-49,7,2023-Q3,265.201
1840,Q,IT,9,Y35-49,7,2023-Q4,294.017
1841,Q,IT,9,Y35-49,7,2024-Q1,271.912
1842,Q,IT,9,Y35-49,7,2024-Q2,255.802
1843,Q,IT,9,Y35-49,7,2024-Q3,194.998
1844,Q,IT,9,Y35-49,7,2024-Q4,215.364
1845,Q,IT,9,Y35-49,99,2022-Q4,629.062
1846,Q,IT,9,Y35-49,99,2023-Q1,696.758
1847,Q,IT,9,Y35-49,99,2023-Q2,624.517
1848,Q,IT,9,Y35-49,99,2023-Q3,631.512
1849,Q,IT,9,Y35-49,99,2023-Q4,636.41
1850,Q,IT,9,Y35-49,99,2024-Q1,657.035
1851,Q,IT,9,Y35-49,99,2024-Q2,550.632
1852,Q,IT,9,Y35-49,99,2024-Q3,455.239
1853,Q,IT,9,Y35-49,99,2024-Q4,483.908
1854,Q,IT,9,Y45-54,99,2022-Q4,429.554
1855,Q,IT,9,Y45-54,99,2023-Q1,487.507
1856,Q,IT,9,Y45-54,99,2023-Q2,421.961
1857,Q,IT,9,Y45-54,99,2023-Q3,404.302
1858,Q,IT,9,Y45-54,99,2023-Q4,421.033
1859,Q,IT,9,Y45-54,99,2024-Q1,448.573
1860,Q,IT,9,Y45-54,99,2024-Q2,389.568
1861,Q,IT,9,Y45-54,99,2024-Q3,318.059
1862,Q,IT,9,Y45-54,99,2024-Q4,302.897
1863,Q,IT,9,Y50-64,11,2022-Q4,26.879
1864,Q,IT,9,Y50-64,11,2023-Q1,30.174
1865,Q,IT,9,Y50-64,11,2023-Q2,31.687
1866,Q,IT,9,Y50-64,11,2023-Q3,29.809
1867,Q,IT,9,Y50-64,11,2023-Q4,27.894
1868,Q,IT,9,Y50-64,11,2024-Q1,30.128
1869,Q,IT,9,Y50-64,11,2024-Q2,27.827
1870,Q,IT,9,Y50-64,11,2024-Q3,31.561
1871,Q,IT,9,Y50-64,11,2024-Q4,23.514
1872,Q,IT,9,Y50-64,13,2022-Q4,295.17
1873,Q,IT,9,Y50-64,13,2023-Q1,308.05
1874,Q,IT,9,Y50-64,13,2023-Q2,276.453
1875,Q,IT,9,Y50-64,13,2023-Q3,247.203
1876,Q,IT,9,Y50-64,13,2023-Q4,256.287
1877,Q,IT,9,Y50-64,13,2024-Q1,287.681
1878,Q,IT,9,Y50-64,13,2024-Q2,244.987
1879,Q,IT,9,Y50-64,13,2024-Q3,177.017
1880,Q,IT,9,Y50-64,13,2024-Q4,193.134
1881,Q,IT,9,Y50-64,7,2022-Q4,149.756
1882,Q,IT,9,Y50-64,7,2023-Q1,160.29
1883,Q,IT,9,Y50-64,7,2023-Q2,161.824
1884,Q,IT,9,Y50-64,7,2023-Q3,134.203
1885,Q,IT,9,Y50-64,7,2023-Q4,155.282
1886,Q,IT,9,Y50-64,7,2024-Q1,168.155
1887,Q,IT,9,Y50-64,7,2024-Q2,151.481
1888,Q,IT,9,Y50-64,7,2024-Q3,112.312
1889,Q,IT,9,Y50-64,7,2024-Q4,125.108
1890,Q,IT,9,Y50-64,99,2022-Q4,471.804
1891,Q,IT,9,Y50-64,99,2023-Q1,498.514
1892,Q,IT,9,Y50-64,99,2023-Q2,469.964
1893,Q,IT,9,Y50-64,99,2023-Q3,411.214
1894,Q,IT,9,Y50-64,99,2023-Q4,439.463
1895,Q,IT,9,Y50-64,99,2024-Q1,485.964
1896,Q,IT,9,Y50-64,99,2024-Q2,424.295
1897,Q,IT,9,Y50-64,99,2024-Q3,320.891
1898,Q,IT,9,Y50-64,99,2024-Q4,341.755
1899,Q,IT,9,Y50-74,11,2022-Q4,29.763
1900,Q,IT,9,Y50-74,11,2023-Q1,31.042
1901,Q,IT,9,Y50-74,11,2023-Q2,33.358
1902,Q,IT,9,Y50-74,11,2023-Q3,30.853
1903,Q,IT,9,Y50-74,11,2023-Q4,30.107
1904,Q,IT,9,Y50-74,11,2024-Q1,33.322
1905,Q,IT,9,Y50-74,11,2024-Q2,27.855
1906,Q,IT,9,Y50-74,11,2024-Q3,33.077
1907,Q,IT,9,Y50-74,11,2024-Q4,26.275
1908,Q,IT,9,Y50-74,13,2022-Q4,306.287
1909,Q,IT,9,Y50-74,13,2023-Q1,320.298
1910,Q,IT,9,Y50-74,13,2023-Q2,289.863
1911,Q,IT,9,Y50-74,13,2023-Q3,254.841
1912,Q,IT,9,Y50-74,13,2023-Q4,266.391
1913,Q,IT,9,Y50-74,13,2024-Q1,298.758
1914,Q,IT,9,Y50-74,13,2024-Q2,258.458
1915,Q,IT,9,Y50-74,13,2024-Q3,185.604
1916,Q,IT,9,Y50-74,13,2024-Q4,201.399
1917,Q,IT,9,Y50-74,7,2022-Q4,156.789
1918,Q,IT,9,Y50-74,7,2023-Q1,162.579
1919,Q,IT,9,Y50-74,7,2023-Q2,165.421
1920,Q,IT,9,Y50-74,7,2023-Q3,137.887
1921,Q,IT,9,Y50-74,7,2023-Q4,159.327
1922,Q,IT,9,Y50-74,7,2024-Q1,171.579
1923,Q,IT,9,Y50-74,7,2024-Q2,153.246
1924,Q,IT,9,Y50-74,7,2024-Q3,114.935
1925,Q,IT,9,Y50-74,7,2024-Q4,130.262
1926,Q,IT,9,Y50-74,99,2022-Q4,492.838
1927,Q,IT,9,Y50-74,99,2023-Q1,513.919
1928,Q,IT,9,Y50-74,99,2023-Q2,488.643
1929,Q,IT,9,Y50-74,99,2023-Q3,423.58
1930,Q,IT,9,Y50-74,99,2023-Q4,455.825
1931,Q,IT,9,Y50-74,99,2024-Q1,503.659
1932,Q,IT,9,Y50-74,99,2024-Q2,439.559
1933,Q,IT,9,Y50-74,99,2024-Q3,333.616
1934,Q,IT,9,Y50-74,99,2024-Q4,357.936
1935,Q,IT,9,Y55-64,99,2022-Q4,242.564
1936,Q,IT,9,Y55-64,99,2023-Q1,258.559
1937,Q,IT,9,Y55-64,99,2023-Q2,260.552
1938,Q,IT,9,Y55-64,99,2023-Q3,230.338
1939,Q,IT,9,Y55-64,99,2023-Q4,245.104
1940,Q,IT,9,Y55-64,99,2024-Q1,263.642
1941,Q,IT,9,Y55-64,99,2024-Q2,227.46
1942,Q,IT,9,Y55-64,99,2024-Q3,153.82
1943,Q,IT,9,Y55-64,99,2024-Q4,187.494
1944,Q,IT,9,Y65-74,99,2022-Q4,21.034
1945,Q,IT,9,Y65-74,99,2023-Q1,15.405
1946,Q,IT,9,Y65-74,99,2023-Q2,18.679
1947,Q,IT,9,Y65-74,99,2023-Q3,12.366
1948,Q,IT,9,Y65-74,99,2023-Q4,16.362
1949,Q,IT,9,Y65-74,99,2024-Q1,17.695
1950,Q,IT,9,Y65-74,99,2024-Q2,15.264
1951,Q,IT,9,Y65-74,99,2024-Q3,12.725
1952,Q,IT,9,Y65-74,99,2024-Q4,16.181
1953,Q,ITC,1,Y15-24,99,2022-Q4,44.472
1954,Q,ITC,1,Y15-24,99,2023-Q1,38.068
1955,Q,ITC,1,Y15-24,99,2023-Q2,48.179
1956,Q,ITC,1,Y15-24,99,2023-Q3,45.919
1957,Q,ITC,1,Y15-24,99,2023-Q4,40.757
1958,Q,ITC,1,Y15-24,99,2024-Q1,31.891
1959,Q,ITC,1,Y15-24,99,2024-Q2,36.709
1960,Q,ITC,1,Y15-24,99,2024-Q3,32.032
1961,Q,ITC,1,Y15-24,99,2024-Q4,44.278
1962,Q,ITC,1,Y15-29,99,2022-Q4,66.584
1963,Q,ITC,1,Y15-29,99,2023-Q1,60.27
1964,Q,ITC,1,Y15-29,99,2023-Q2,69.708
1965,Q,ITC,1,Y15-29,99,2023-Q3,69.673
1966,Q,ITC,1,Y15-29,99,2023-Q4,61.904
1967,Q,ITC,1,Y15-29,99,2024-Q1,59.947
1968,Q,ITC,1,Y15-29,99,2024-Q2,56.811
1969,Q,ITC,1,Y15-29,99,2024-Q3,56.893
1970,Q,ITC,1,Y15-29,99,2024-Q4,66.238
1971,Q,ITC,1,Y15-34,11,2022-Q4,8.063
1972,Q,ITC,1,Y15-34,11,2023-Q1,13.528
1973,Q,ITC,1,Y15-34,11,2023-Q2,12.72
1974,Q,ITC,1,Y15-34,11,2023-Q3,13.44
1975,Q,ITC,1,Y15-34,11,2023-Q4,8.614
1976,Q,ITC,1,Y15-34,11,2024-Q1,18.822
1977,Q,ITC,1,Y15-34,11,2024-Q2,7.57
1978,Q,ITC,1,Y15-34,11,2024-Q3,8.648
1979,Q,ITC,1,Y15-34,11,2024-Q4,10.624
1980,Q,ITC,1,Y15-34,13,2022-Q4,22.809
1981,Q,ITC,1,Y15-34,13,2023-Q1,25.79
1982,Q,ITC,1,Y15-34,13,2023-Q2,35.051
1983,Q,ITC,1,Y15-34,13,2023-Q3,21.848
1984,Q,ITC,1,Y15-34,13,2023-Q4,15.116
1985,Q,ITC,1,Y15-34,13,2024-Q1,16.102
1986,Q,ITC,1,Y15-34,13,2024-Q2,23.834
1987,Q,ITC,1,Y15-34,13,2024-Q3,27.129
1988,Q,ITC,1,Y15-34,13,2024-Q4,26.109
1989,Q,ITC,1,Y15-34,7,2022-Q4,46.15
1990,Q,ITC,1,Y15-34,7,2023-Q1,37.038
1991,Q,ITC,1,Y15-34,7,2023-Q2,35.991
1992,Q,ITC,1,Y15-34,7,2023-Q3,44.515
1993,Q,ITC,1,Y15-34,7,2023-Q4,56.131
1994,Q,ITC,1,Y15-34,7,2024-Q1,36.848
1995,Q,ITC,1,Y15-34,7,2024-Q2,38.369
1996,Q,ITC,1,Y15-34,7,2024-Q3,41.618
1997,Q,ITC,1,Y15-34,7,2024-Q4,47.348
1998,Q,ITC,1,Y15-34,99,2022-Q4,77.022
1999,Q,ITC,1,Y15-34,99,2023-Q1,76.356
2000,Q,ITC,1,Y15-34,99,2023-Q2,83.762
2001,Q,ITC,1,Y15-34,99,2023-Q3,79.803
2002,Q,ITC,1,Y15-34,99,2023-Q4,79.861
2003,Q,ITC,1,Y15-34,99,2024-Q1,71.772
2004,Q,ITC,1,Y15-34,99,2024-Q2,69.773
2005,Q,ITC,1,Y15-34,99,2024-Q3,77.395
2006,Q,ITC,1,Y15-34,99,2024-Q4,84.081
2007,Q,ITC,1,Y15-64,11,2022-Q4,14.934
2008,Q,ITC,1,Y15-64,11,2023-Q1,21.41
2009,Q,ITC,1,Y15-64,11,2023-Q2,20.335
2010,Q,ITC,1,Y15-64,11,2023-Q3,17.403
2011,Q,ITC,1,Y15-64,11,2023-Q4,16.089
2012,Q,ITC,1,Y15-64,11,2024-Q1,23.08
2013,Q,ITC,1,Y15-64,11,2024-Q2,12.783
2014,Q,ITC,1,Y15-64,11,2024-Q3,22.146
2015,Q,ITC,1,Y15-64,11,2024-Q4,17.297
2016,Q,ITC,1,Y15-64,13,2022-Q4,74.02
2017,Q,ITC,1,Y15-64,13,2023-Q1,83.564
2018,Q,ITC,1,Y15-64,13,2023-Q2,91.705
2019,Q,ITC,1,Y15-64,13,2023-Q3,53.827
2020,Q,ITC,1,Y15-64,13,2023-Q4,57.117
2021,Q,ITC,1,Y15-64,13,2024-Q1,71.163
2022,Q,ITC,1,Y15-64,13,2024-Q2,73.214
2023,Q,ITC,1,Y15-64,13,2024-Q3,53.675
2024,Q,ITC,1,Y15-64,13,2024-Q4,50.027
2025,Q,ITC,1,Y15-64,7,2022-Q4,75.027
2026,Q,ITC,1,Y15-64,7,2023-Q1,78.82
2027,Q,ITC,1,Y15-64,7,2023-Q2,61.067
2028,Q,ITC,1,Y15-64,7,2023-Q3,68.972
2029,Q,ITC,1,Y15-64,7,2023-Q4,86.131
2030,Q,ITC,1,Y15-64,7,2024-Q1,67.237
2031,Q,ITC,1,Y15-64,7,2024-Q2,66.336
2032,Q,ITC,1,Y15-64,7,2024-Q3,80.229
2033,Q,ITC,1,Y15-64,7,2024-Q4,76.677
2034,Q,ITC,1,Y15-64,99,2022-Q4,163.981
2035,Q,ITC,1,Y15-64,99,2023-Q1,183.794
2036,Q,ITC,1,Y15-64,99,2023-Q2,173.108
2037,Q,ITC,1,Y15-64,99,2023-Q3,140.202
2038,Q,ITC,1,Y15-64,99,2023-Q4,159.337
2039,Q,ITC,1,Y15-64,99,2024-Q1,161.479
2040,Q,ITC,1,Y15-64,99,2024-Q2,152.334
2041,Q,ITC,1,Y15-64,99,2024-Q3,156.05
2042,Q,ITC,1,Y15-64,99,2024-Q4,144.001
2043,Q,ITC,1,Y15-74,11,2022-Q4,14.934
2044,Q,ITC,1,Y15-74,11,2023-Q1,21.41
2045,Q,ITC,1,Y15-74,11,2023-Q2,20.99
2046,Q,ITC,1,Y15-74,11,2023-Q3,17.403
2047,Q,ITC,1,Y15-74,11,2023-Q4,16.089
2048,Q,ITC,1,Y15-74,11,2024-Q1,23.08
2049,Q,ITC,1,Y15-74,11,2024-Q2,12.783
2050,Q,ITC,1,Y15-74,11,2024-Q3,22.146
2051,Q,ITC,1,Y15-74,11,2024-Q4,17.297
2052,Q,ITC,1,Y15-74,13,2022-Q4,75.816
2053,Q,ITC,1,Y15-74,13,2023-Q1,83.564
2054,Q,ITC,1,Y15-74,13,2023-Q2,93.4
2055,Q,ITC,1,Y15-74,13,2023-Q3,55.078
2056,Q,ITC,1,Y15-74,13,2023-Q4,57.269
2057,Q,ITC,1,Y15-74,13,2024-Q1,72.096
2058,Q,ITC,1,Y15-74,13,2024-Q2,74.92
2059,Q,ITC,1,Y15-74,13,2024-Q3,54.223
2060,Q,ITC,1,Y15-74,13,2024-Q4,50.218
2061,Q,ITC,1,Y15-74,7,2022-Q4,75.782
2062,Q,ITC,1,Y15-74,7,2023-Q1,78.82
2063,Q,ITC,1,Y15-74,7,2023-Q2,61.088
2064,Q,ITC,1,Y15-74,7,2023-Q3,69.915
2065,Q,ITC,1,Y15-74,7,2023-Q4,86.152
2066,Q,ITC,1,Y15-74,7,2024-Q1,67.237
2067,Q,ITC,1,Y15-74,7,2024-Q2,66.336
2068,Q,ITC,1,Y15-74,7,2024-Q3,80.229
2069,Q,ITC,1,Y15-74,7,2024-Q4,76.677
2070,Q,ITC,1,Y15-74,99,2022-Q4,166.533
2071,Q,ITC,1,Y15-74,99,2023-Q1,183.794
2072,Q,ITC,1,Y15-74,99,2023-Q2,175.477
2073,Q,ITC,1,Y15-74,99,2023-Q3,142.395
2074,Q,ITC,1,Y15-74,99,2023-Q4,159.509
2075,Q,ITC,1,Y15-74,99,2024-Q1,162.412
2076,Q,ITC,1,Y15-74,99,2024-Q2,154.039
2077,Q,ITC,1,Y15-74,99,2024-Q3,156.598
2078,Q,ITC,1,Y15-74,99,2024-Q4,144.192
2079,Q,ITC,1,Y25-34,99,2022-Q4,32.549
2080,Q,ITC,1,Y25-34,99,2023-Q1,38.288
2081,Q,ITC,1,Y25-34,99,2023-Q2,35.582
2082,Q,ITC,1,Y25-34,99,2023-Q3,33.884
2083,Q,ITC,1,Y25-34,99,2023-Q4,39.104
2084,Q,ITC,1,Y25-34,99,2024-Q1,39.881
2085,Q,ITC,1,Y25-34,99,2024-Q2,33.065
2086,Q,ITC,1,Y25-34,99,2024-Q3,45.363
2087,Q,ITC,1,Y25-34,99,2024-Q4,39.803
2088,Q,ITC,1,Y35-44,99,2022-Q4,27.599
2089,Q,ITC,1,Y35-44,99,2023-Q1,34.893
2090,Q,ITC,1,Y35-44,99,2023-Q2,23.276
2091,Q,ITC,1,Y35-44,99,2023-Q3,26.45
2092,Q,ITC,1,Y35-44,99,2023-Q4,28.866
2093,Q,ITC,1,Y35-44,99,2024-Q1,27.052
2094,Q,ITC,1,Y35-44,99,2024-Q2,29.48
2095,Q,ITC,1,Y35-44,99,2024-Q3,31.933
2096,Q,ITC,1,Y35-44,99,2024-Q4,23.602
2097,Q,ITC,1,Y35-49,11,2022-Q4,4.098
2098,Q,ITC,1,Y35-49,11,2023-Q1,6.058
2099,Q,ITC,1,Y35-49,11,2023-Q2,4.893
2100,Q,ITC,1,Y35-49,11,2023-Q3,2.565
2101,Q,ITC,1,Y35-49,11,2023-Q4,4.574
2102,Q,ITC,1,Y35-49,11,2024-Q1,3.064
2103,Q,ITC,1,Y35-49,11,2024-Q2,4.761
2104,Q,ITC,1,Y35-49,11,2024-Q3,6.469
2105,Q,ITC,1,Y35-49,11,2024-Q4,2.023
2106,Q,ITC,1,Y35-49,13,2022-Q4,23.118
2107,Q,ITC,1,Y35-49,13,2023-Q1,27.371
2108,Q,ITC,1,Y35-49,13,2023-Q2,24.14
2109,Q,ITC,1,Y35-49,13,2023-Q3,19.288
2110,Q,ITC,1,Y35-49,13,2023-Q4,19.923
2111,Q,ITC,1,Y35-49,13,2024-Q1,21.243
2112,Q,ITC,1,Y35-49,13,2024-Q2,18.114
2113,Q,ITC,1,Y35-49,13,2024-Q3,18.839
2114,Q,ITC,1,Y35-49,13,2024-Q4,14.572
2115,Q,ITC,1,Y35-49,7,2022-Q4,15.205
2116,Q,ITC,1,Y35-49,7,2023-Q1,19.287
2117,Q,ITC,1,Y35-49,7,2023-Q2,10.553
2118,Q,ITC,1,Y35-49,7,2023-Q3,15.909
2119,Q,ITC,1,Y35-49,7,2023-Q4,15.848
2120,Q,ITC,1,Y35-49,7,2024-Q1,15.389
2121,Q,ITC,1,Y35-49,7,2024-Q2,15.252
2122,Q,ITC,1,Y35-49,7,2024-Q3,21.763
2123,Q,ITC,1,Y35-49,7,2024-Q4,18.733
2124,Q,ITC,1,Y35-49,99,2022-Q4,42.42
2125,Q,ITC,1,Y35-49,99,2023-Q1,52.716
2126,Q,ITC,1,Y35-49,99,2023-Q2,39.586
2127,Q,ITC,1,Y35-49,99,2023-Q3,37.761
2128,Q,ITC,1,Y35-49,99,2023-Q4,40.345
2129,Q,ITC,1,Y35-49,99,2024-Q1,39.696
2130,Q,ITC,1,Y35-49,99,2024-Q2,38.126
2131,Q,ITC,1,Y35-49,99,2024-Q3,47.071
2132,Q,ITC,1,Y35-49,99,2024-Q4,35.328
2133,Q,ITC,1,Y45-54,99,2022-Q4,36.691
2134,Q,ITC,1,Y45-54,99,2023-Q1,37.753
2135,Q,ITC,1,Y45-54,99,2023-Q2,33.378
2136,Q,ITC,1,Y45-54,99,2023-Q3,18.205
2137,Q,ITC,1,Y45-54,99,2023-Q4,25.147
2138,Q,ITC,1,Y45-54,99,2024-Q1,34.891
2139,Q,ITC,1,Y45-54,99,2024-Q2,26.898
2140,Q,ITC,1,Y45-54,99,2024-Q3,33.687
2141,Q,ITC,1,Y45-54,99,2024-Q4,26.323
2142,Q,ITC,1,Y50-64,11,2022-Q4,2.774
2143,Q,ITC,1,Y50-64,11,2023-Q1,1.824
2144,Q,ITC,1,Y50-64,11,2023-Q2,2.723
2145,Q,ITC,1,Y50-64,11,2023-Q3,1.398
2146,Q,ITC,1,Y50-64,11,2023-Q4,2.901
2147,Q,ITC,1,Y50-64,11,2024-Q1,1.194
2148,Q,ITC,1,Y50-64,11,2024-Q2,0.453
2149,Q,ITC,1,Y50-64,11,2024-Q3,7.029
2150,Q,ITC,1,Y50-64,11,2024-Q4,4.65
2151,Q,ITC,1,Y50-64,13,2022-Q4,28.093
2152,Q,ITC,1,Y50-64,13,2023-Q1,30.403
2153,Q,ITC,1,Y50-64,13,2023-Q2,32.514
2154,Q,ITC,1,Y50-64,13,2023-Q3,12.692
2155,Q,ITC,1,Y50-64,13,2023-Q4,22.078
2156,Q,ITC,1,Y50-64,13,2024-Q1,33.818
2157,Q,ITC,1,Y50-64,13,2024-Q2,31.266
2158,Q,ITC,1,Y50-64,13,2024-Q3,7.707
2159,Q,ITC,1,Y50-64,13,2024-Q4,9.346
2160,Q,ITC,1,Y50-64,7,2022-Q4,13.673
2161,Q,ITC,1,Y50-64,7,2023-Q1,22.495
2162,Q,ITC,1,Y50-64,7,2023-Q2,14.523
2163,Q,ITC,1,Y50-64,7,2023-Q3,8.548
2164,Q,ITC,1,Y50-64,7,2023-Q4,14.152
2165,Q,ITC,1,Y50-64,7,2024-Q1,15.0
2166,Q,ITC,1,Y50-64,7,2024-Q2,12.716
2167,Q,ITC,1,Y50-64,7,2024-Q3,16.848
2168,Q,ITC,1,Y50-64,7,2024-Q4,10.596
2169,Q,ITC,1,Y50-64,99,2022-Q4,44.539
2170,Q,ITC,1,Y50-64,99,2023-Q1,54.721
2171,Q,ITC,1,Y50-64,99,2023-Q2,49.76
2172,Q,ITC,1,Y50-64,99,2023-Q3,22.637
2173,Q,ITC,1,Y50-64,99,2023-Q4,39.131
2174,Q,ITC,1,Y50-64,99,2024-Q1,50.011
2175,Q,ITC,1,Y50-64,99,2024-Q2,44.435
2176,Q,ITC,1,Y50-64,99,2024-Q3,31.584
2177,Q,ITC,1,Y50-64,99,2024-Q4,24.592
2178,Q,ITC,1,Y50-74,11,2022-Q4,2.774
2179,Q,ITC,1,Y50-74,11,2023-Q1,1.824
2180,Q,ITC,1,Y50-74,11,2023-Q2,3.378
2181,Q,ITC,1,Y50-74,11,2023-Q3,1.398
2182,Q,ITC,1,Y50-74,11,2023-Q4,2.901
2183,Q,ITC,1,Y50-74,11,2024-Q1,1.194
2184,Q,ITC,1,Y50-74,11,2024-Q2,0.453
2185,Q,ITC,1,Y50-74,11,2024-Q3,7.029
2186,Q,ITC,1,Y50-74,11,2024-Q4,4.65
2187,Q,ITC,1,Y50-74,13,2022-Q4,29.889
2188,Q,ITC,1,Y50-74,13,2023-Q1,30.403
2189,Q,ITC,1,Y50-74,13,2023-Q2,34.209
2190,Q,ITC,1,Y50-74,13,2023-Q3,13.942
2191,Q,ITC,1,Y50-74,13,2023-Q4,22.23
2192,Q,ITC,1,Y50-74,13,2024-Q1,34.751
2193,Q,ITC,1,Y50-74,13,2024-Q2,32.972
2194,Q,ITC,1,Y50-74,13,2024-Q3,8.255
2195,Q,ITC,1,Y50-74,13,2024-Q4,9.537
2196,Q,ITC,1,Y50-74,7,2022-Q4,14.428
2197,Q,ITC,1,Y50-74,7,2023-Q1,22.495
