REF_AREA,MARRIAGE_RITE,TIME_PERIOD,OBS_VALUE,NOTE_REF_AREA
ITC31,ALL,2023,100.0,FILTER__ITC3
ITC31,CIVIL,2014,58.9,FILTER__ITC3
ITC31,CIVIL,2015,63.6,FILTER__ITC3
ITC31,CIVIL,2016,62.5,FILTER__ITC3
ITC31,CIVIL,2017,68.1,FILTER__ITC3
ITC31,CIVIL,2018,68.4,FILTER__ITC3
ITC31,CIVIL,2019,73.8,FILTER__ITC3
ITC31,CIVIL,2020,83.3,FILTER__ITC3
ITC31,CIVIL,2021,74.9,FILTER__ITC3
ITC31,CIVIL,2022,73.9,FILTER__ITC3
ITC31,CIVIL,2023,75.9,FILTER__ITC3
ITC31,REL,2014,41.1,FILTER__ITC3
ITC31,REL,2015,36.4,FILTER__ITC3
ITC31,REL,2016,37.5,FILTER__ITC3
ITC31,REL,2017,31.9,FILTER__ITC3
ITC31,REL,2018,31.6,FILTER__ITC3
ITC31,REL,2019,26.2,FILTER__ITC3
ITC31,REL,2020,16.7,FILTER__ITC3
ITC31,REL,2021,25.1,FILTER__ITC3
ITC31,REL,2022,26.1,FILTER__ITC3
ITC31,REL,2023,24.1,FILTER__ITC3
ITC32,ALL,2014,100.0,FILTER__ITC3
ITC32,ALL,2015,100.0,FILTER__ITC3
ITC32,ALL,2016,100.0,FILTER__ITC3
ITC32,ALL,2017,100.0,FILTER__ITC3
ITC32,ALL,2018,100.0,FILTER__ITC3
ITC32,ALL,2019,100.0,FILTER__ITC3
ITC32,ALL,2020,100.0,FILTER__ITC3
ITC32,ALL,2021,100.0,FILTER__ITC3
ITC32,ALL,2022,100.0,FILTER__ITC3
ITC32,ALL,2023,100.0,FILTER__ITC3
ITC32,CIVIL,2014,58.4,FILTER__ITC3
ITC32,CIVIL,2015,63.4,FILTER__ITC3
ITC32,CIVIL,2016,62.6,FILTER__ITC3
ITC32,CIVIL,2017,68.3,FILTER__ITC3
ITC32,CIVIL,2018,70.4,FILTER__ITC3
ITC32,CIVIL,2019,72.8,FILTER__ITC3
ITC32,CIVIL,2020,82.5,FILTER__ITC3
ITC32,CIVIL,2021,77.2,FILTER__ITC3
ITC32,CIVIL,2022,73.2,FILTER__ITC3
ITC32,CIVIL,2023,76.0,FILTER__ITC3
ITC32,REL,2014,41.6,FILTER__ITC3
ITC32,REL,2015,36.6,FILTER__ITC3
ITC32,REL,2016,37.4,FILTER__ITC3
ITC32,REL,2017,31.7,FILTER__ITC3
ITC32,REL,2018,29.6,FILTER__ITC3
ITC32,REL,2019,27.2,FILTER__ITC3
ITC32,REL,2020,17.5,FILTER__ITC3
ITC32,REL,2021,22.8,FILTER__ITC3
ITC32,REL,2022,26.8,FILTER__ITC3
ITC32,REL,2023,24.0,FILTER__ITC3
ITC33,ALL,2014,100.0,FILTER__ITC3
ITC33,ALL,2015,100.0,FILTER__ITC3
ITC33,ALL,2016,100.0,FILTER__ITC3
ITC33,ALL,2017,100.0,FILTER__ITC3
ITC33,ALL,2018,100.0,FILTER__ITC3
ITC33,ALL,2019,100.0,FILTER__ITC3
ITC33,ALL,2020,100.0,FILTER__ITC3
ITC33,ALL,2021,100.0,FILTER__ITC3
ITC33,ALL,2022,100.0,FILTER__ITC3
ITC33,ALL,2023,100.0,FILTER__ITC3
ITC33,CIVIL,2014,58.9,FILTER__ITC3
ITC33,CIVIL,2015,62.2,FILTER__ITC3
ITC33,CIVIL,2016,64.3,FILTER__ITC3
ITC33,CIVIL,2017,66.7,FILTER__ITC3
ITC33,CIVIL,2018,66.6,FILTER__ITC3
ITC33,CIVIL,2019,70.0,FILTER__ITC3
ITC33,CIVIL,2020,79.5,FILTER__ITC3
ITC33,CIVIL,2021,71.5,FILTER__ITC3
ITC33,CIVIL,2022,70.4,FILTER__ITC3
ITC33,CIVIL,2023,75.2,FILTER__ITC3
ITC33,REL,2014,41.1,FILTER__ITC3
ITC33,REL,2015,37.8,FILTER__ITC3
ITC33,REL,2016,35.7,FILTER__ITC3
ITC33,REL,2017,33.3,FILTER__ITC3
ITC33,REL,2018,33.4,FILTER__ITC3
ITC33,REL,2019,30.0,FILTER__ITC3
ITC33,REL,2020,20.5,FILTER__ITC3
ITC33,REL,2021,28.5,FILTER__ITC3
ITC33,REL,2022,29.6,FILTER__ITC3
ITC33,REL,2023,24.8,FILTER__ITC3
ITC34,ALL,2014,100.0,FILTER__ITC3
ITC34,ALL,2015,100.0,FILTER__ITC3
ITC34,ALL,2016,100.0,FILTER__ITC3
ITC34,ALL,2017,100.0,FILTER__ITC3
ITC34,ALL,2018,100.0,FILTER__ITC3
ITC34,ALL,2019,100.0,FILTER__ITC3
ITC34,ALL,2020,100.0,FILTER__ITC3
ITC34,ALL,2021,100.0,FILTER__ITC3
ITC34,ALL,2022,100.0,FILTER__ITC3
ITC34,ALL,2023,100.0,FILTER__ITC3
ITC34,CIVIL,2014,61.9,FILTER__ITC3
ITC34,CIVIL,2015,59.2,FILTER__ITC3
ITC34,CIVIL,2016,63.4,FILTER__ITC3
ITC34,CIVIL,2017,62.1,FILTER__ITC3
ITC34,CIVIL,2018,63.9,FILTER__ITC3
ITC34,CIVIL,2019,67.0,FILTER__ITC3
ITC34,CIVIL,2020,81.9,FILTER__ITC3
ITC34,CIVIL,2021,69.3,FILTER__ITC3
ITC34,CIVIL,2022,70.5,FILTER__ITC3
ITC34,CIVIL,2023,69.1,FILTER__ITC3
ITC34,REL,2014,38.1,FILTER__ITC3
ITC34,REL,2015,40.8,FILTER__ITC3
ITC34,REL,2016,36.6,FILTER__ITC3
ITC34,REL,2017,37.9,FILTER__ITC3
ITC34,REL,2018,36.1,FILTER__ITC3
ITC34,REL,2019,33.0,FILTER__ITC3
ITC34,REL,2020,18.1,FILTER__ITC3
ITC34,REL,2021,30.7,FILTER__ITC3
ITC34,REL,2022,29.5,FILTER__ITC3
ITC34,REL,2023,30.9,FILTER__ITC3
ITC4,ALL,2014,100.0,FILTER__ITC4
ITC4,ALL,2015,100.0,FILTER__ITC4
ITC4,ALL,2016,100.0,FILTER__ITC4
ITC4,ALL,2017,100.0,FILTER__ITC4
ITC4,ALL,2018,100.0,FILTER__ITC4
ITC4,ALL,2019,100.0,FILTER__ITC4
ITC4,ALL,2020,100.0,FILTER__ITC4
ITC4,ALL,2021,100.0,FILTER__ITC4
ITC4,ALL,2022,100.0,FILTER__ITC4
ITC4,ALL,2023,100.0,FILTER__ITC4
ITC4,CIVIL,2014,54.4,FILTER__ITC4
ITC4,CIVIL,2015,57.4,FILTER__ITC4
ITC4,CIVIL,2016,58.9,FILTER__ITC4
ITC4,CIVIL,2017,62.1,FILTER__ITC4
ITC4,CIVIL,2018,63.4,FILTER__ITC4
ITC4,CIVIL,2019,66.5,FILTER__ITC4
ITC4,CIVIL,2020,78.4,FILTER__ITC4
ITC4,CIVIL,2021,67.9,FILTER__ITC4
ITC4,CIVIL,2022,70.1,FILTER__ITC4
ITC4,CIVIL,2023,72.2,FILTER__ITC4
ITC4,REL,2014,45.6,FILTER__ITC4
ITC4,REL,2015,42.6,FILTER__ITC4
ITC4,REL,2016,41.1,FILTER__ITC4
ITC4,REL,2017,37.9,FILTER__ITC4
ITC4,REL,2018,36.6,FILTER__ITC4
ITC4,REL,2019,33.5,FILTER__ITC4
ITC4,REL,2020,21.6,FILTER__ITC4
ITC4,REL,2021,32.1,FILTER__ITC4
ITC4,REL,2022,29.9,FILTER__ITC4
ITC4,REL,2023,27.8,FILTER__ITC4
ITC41,ALL,2014,100.0,FILTER__ITC4
ITC41,ALL,2015,100.0,FILTER__ITC4
ITC41,ALL,2016,100.0,FILTER__ITC4
ITC41,ALL,2017,100.0,FILTER__ITC4
ITC41,ALL,2018,100.0,FILTER__ITC4
ITC41,ALL,2019,100.0,FILTER__ITC4
ITC41,ALL,2020,100.0,FILTER__ITC4
ITC41,ALL,2021,100.0,FILTER__ITC4
ITC41,ALL,2022,100.0,FILTER__ITC4
ITC41,ALL,2023,100.0,FILTER__ITC4
ITC41,CIVIL,2014,52.4,FILTER__ITC4
ITC41,CIVIL,2015,57.9,FILTER__ITC4
ITC41,CIVIL,2016,57.6,FILTER__ITC4
ITC41,CIVIL,2017,60.4,FILTER__ITC4
ITC41,CIVIL,2018,62.7,FILTER__ITC4
ITC41,CIVIL,2019,65.5,FILTER__ITC4
ITC41,CIVIL,2020,77.6,FILTER__ITC4
ITC41,CIVIL,2021,67.5,FILTER__ITC4
ITC41,CIVIL,2022,70.4,FILTER__ITC4
ITC41,CIVIL,2023,71.9,FILTER__ITC4
ITC41,REL,2014,47.6,FILTER__ITC4
ITC41,REL,2015,42.1,FILTER__ITC4
ITC41,REL,2016,42.4,FILTER__ITC4
ITC41,REL,2017,39.6,FILTER__ITC4
ITC41,REL,2018,37.3,FILTER__ITC4
ITC41,REL,2019,34.5,FILTER__ITC4
ITC41,REL,2020,22.4,FILTER__ITC4
ITC41,REL,2021,32.5,FILTER__ITC4
ITC41,REL,2022,29.6,FILTER__ITC4
ITC41,REL,2023,28.1,FILTER__ITC4
ITC42,ALL,2014,100.0,FILTER__ITC4
ITC42,ALL,2015,100.0,FILTER__ITC4
ITC42,ALL,2016,100.0,FILTER__ITC4
ITC42,ALL,2017,100.0,FILTER__ITC4
ITC42,ALL,2018,100.0,FILTER__ITC4
ITC42,ALL,2019,100.0,FILTER__ITC4
ITC42,ALL,2020,100.0,FILTER__ITC4
ITC42,ALL,2021,100.0,FILTER__ITC4
ITC42,ALL,2022,100.0,FILTER__ITC4
ITC42,ALL,2023,100.0,FILTER__ITC4
ITC42,CIVIL,2014,54.1,FILTER__ITC4
ITC42,CIVIL,2015,54.9,FILTER__ITC4
ITC42,CIVIL,2016,61.6,FILTER__ITC4
ITC42,CIVIL,2017,60.9,FILTER__ITC4
ITC42,CIVIL,2018,61.3,FILTER__ITC4
ITC42,CIVIL,2019,64.2,FILTER__ITC4
ITC42,CIVIL,2020,76.3,FILTER__ITC4
ITC42,CIVIL,2021,68.2,FILTER__ITC4
ITC42,CIVIL,2022,69.8,FILTER__ITC4
ITC42,CIVIL,2023,73.2,FILTER__ITC4
ITC42,REL,2014,45.9,FILTER__ITC4
ITC42,REL,2015,45.1,FILTER__ITC4
ITC42,REL,2016,38.4,FILTER__ITC4
ITC42,REL,2017,39.1,FILTER__ITC4
ITC42,REL,2018,38.7,FILTER__ITC4
ITC42,REL,2019,35.8,FILTER__ITC4
ITC42,REL,2020,23.7,FILTER__ITC4
ITC42,REL,2021,31.8,FILTER__ITC4
ITC42,REL,2022,30.2,FILTER__ITC4
ITC42,REL,2023,26.8,FILTER__ITC4
ITC43,ALL,2014,100.0,FILTER__ITC4
ITC43,ALL,2015,100.0,FILTER__ITC4
ITC43,ALL,2016,100.0,FILTER__ITC4
ITC43,ALL,2017,100.0,FILTER__ITC4
ITC43,ALL,2018,100.0,FILTER__ITC4
ITC43,ALL,2019,100.0,FILTER__ITC4
ITC43,ALL,2020,100.0,FILTER__ITC4
ITC43,ALL,2021,100.0,FILTER__ITC4
ITC43,ALL,2022,100.0,FILTER__ITC4
ITC43,ALL,2023,100.0,FILTER__ITC4
ITC43,CIVIL,2014,43.1,FILTER__ITC4
ITC43,CIVIL,2015,46.8,FILTER__ITC4
ITC43,CIVIL,2016,52.3,FILTER__ITC4
ITC43,CIVIL,2017,53.4,FILTER__ITC4
ITC43,CIVIL,2018,55.0,FILTER__ITC4
ITC43,CIVIL,2019,58.2,FILTER__ITC4
ITC43,CIVIL,2020,69.8,FILTER__ITC4
ITC43,CIVIL,2021,56.9,FILTER__ITC4
ITC43,CIVIL,2022,58.8,FILTER__ITC4
ITC43,CIVIL,2023,60.3,FILTER__ITC4
ITC43,REL,2014,56.9,FILTER__ITC4
ITC43,REL,2015,53.2,FILTER__ITC4
ITC43,REL,2016,47.7,FILTER__ITC4
ITC43,REL,2017,46.6,FILTER__ITC4
ITC43,REL,2018,45.0,FILTER__ITC4
ITC43,REL,2019,41.8,FILTER__ITC4
ITC43,REL,2020,30.2,FILTER__ITC4
ITC43,REL,2021,43.1,FILTER__ITC4
ITC43,REL,2022,41.2,FILTER__ITC4
ITC43,REL,2023,39.7,FILTER__ITC4
ITC44,ALL,2014,100.0,FILTER__ITC4
ITC44,ALL,2015,100.0,FILTER__ITC4
ITC44,ALL,2016,100.0,FILTER__ITC4
ITC44,ALL,2017,100.0,FILTER__ITC4
ITC44,ALL,2018,100.0,FILTER__ITC4
ITC44,ALL,2019,100.0,FILTER__ITC4
ITC44,ALL,2020,100.0,FILTER__ITC4
ITC44,ALL,2021,100.0,FILTER__ITC4
ITC44,ALL,2022,100.0,FILTER__ITC4
ITC44,ALL,2023,100.0,FILTER__ITC4
ITC44,CIVIL,2014,45.1,FILTER__ITC4
ITC44,CIVIL,2015,47.1,FILTER__ITC4
ITC44,CIVIL,2016,48.7,FILTER__ITC4
ITC44,CIVIL,2017,52.8,FILTER__ITC4
ITC44,CIVIL,2018,57.0,FILTER__ITC4
ITC44,CIVIL,2019,58.3,FILTER__ITC4
ITC44,CIVIL,2020,75.7,FILTER__ITC4
ITC44,CIVIL,2021,61.9,FILTER__ITC4
ITC44,CIVIL,2022,58.7,FILTER__ITC4
ITC44,CIVIL,2023,63.1,FILTER__ITC4
ITC44,REL,2014,54.9,FILTER__ITC4
ITC44,REL,2015,52.9,FILTER__ITC4
ITC44,REL,2016,51.3,FILTER__ITC4
ITC44,REL,2017,47.2,FILTER__ITC4
ITC44,REL,2018,43.0,FILTER__ITC4
ITC44,REL,2019,41.7,FILTER__ITC4
ITC44,REL,2020,24.3,FILTER__ITC4
ITC44,REL,2021,38.1,FILTER__ITC4
ITC44,REL,2022,41.3,FILTER__ITC4
ITC44,REL,2023,36.9,FILTER__ITC4
ITC45,ALL,2014,100.0,FILTER__ITC4
ITC45,ALL,2015,100.0,FILTER__ITC4
ITC45,ALL,2016,100.0,FILTER__ITC4
ITC45,ALL,2017,100.0,FILTER__ITC4
ITC45,ALL,2018,100.0,FILTER__ITC4
ITC45,ALL,2019,100.0,FILTER__ITC4
ITC45,ALL,2020,100.0,FILTER__ITC4
ITC45,ALL,2021,100.0,FILTER__ITC4
ITC45,ALL,2022,100.0,FILTER__ITC4
ITC45,ALL,2023,100.0,FILTER__ITC4
ITC45,CIVIL,2014,62.2,FILTER__ITC4
ITC45,CIVIL,2015,64.7,FILTER__ITC4
ITC45,CIVIL,2016,65.8,FILTER__ITC4
ITC45,CIVIL,2017,69.4,FILTER__ITC4
ITC45,CIVIL,2018,70.1,FILTER__ITC4
ITC45,CIVIL,2019,72.2,FILTER__ITC4
ITC45,CIVIL,2020,81.5,FILTER__ITC4
ITC45,CIVIL,2021,73.0,FILTER__ITC4
ITC45,CIVIL,2022,75.5,FILTER__ITC4
ITC45,CIVIL,2023,77.9,FILTER__ITC4
ITC45,REL,2014,37.8,FILTER__ITC4
ITC45,REL,2015,35.3,FILTER__ITC4
ITC45,REL,2016,34.2,FILTER__ITC4
ITC45,REL,2017,30.6,FILTER__ITC4
ITC45,REL,2018,29.9,FILTER__ITC4
ITC45,REL,2019,27.8,FILTER__ITC4
ITC45,REL,2020,18.5,FILTER__ITC4
ITC45,REL,2021,27.0,FILTER__ITC4
ITC45,REL,2022,24.5,FILTER__ITC4
ITC45,REL,2023,22.1,FILTER__ITC4
ITC46,ALL,2014,100.0,FILTER__ITC4
ITC46,ALL,2015,100.0,FILTER__ITC4
ITC46,ALL,2016,100.0,FILTER__ITC4
ITC46,ALL,2017,100.0,FILTER__ITC4
ITC46,ALL,2018,100.0,FILTER__ITC4
ITC46,ALL,2019,100.0,FILTER__ITC4
ITC46,ALL,2020,100.0,FILTER__ITC4
ITC46,ALL,2021,100.0,FILTER__ITC4
ITC46,ALL,2022,100.0,FILTER__ITC4
ITC46,ALL,2023,100.0,FILTER__ITC4
ITC46,CIVIL,2014,49.5,FILTER__ITC4
ITC46,CIVIL,2015,51.8,FILTER__ITC4
ITC46,CIVIL,2016,55.0,FILTER__ITC4
ITC46,CIVIL,2017,56.1,FILTER__ITC4
ITC46,CIVIL,2018,56.9,FILTER__ITC4
ITC46,CIVIL,2019,61.5,FILTER__ITC4
ITC46,CIVIL,2020,75.6,FILTER__ITC4
ITC46,CIVIL,2021,61.1,FILTER__ITC4
ITC46,CIVIL,2022,66.1,FILTER__ITC4
ITC46,CIVIL,2023,68.9,FILTER__ITC4
ITC46,REL,2014,50.5,FILTER__ITC4
ITC46,REL,2015,48.2,FILTER__ITC4
ITC46,REL,2016,45.0,FILTER__ITC4
ITC46,REL,2017,43.9,FILTER__ITC4
ITC46,REL,2018,43.1,FILTER__ITC4
ITC46,REL,2019,38.5,FILTER__ITC4
ITC46,REL,2020,24.4,FILTER__ITC4
ITC46,REL,2021,38.9,FILTER__ITC4
ITC46,REL,2022,33.9,FILTER__ITC4
ITC46,REL,2023,31.1,FILTER__ITC4
ITC47,ALL,2014,100.0,FILTER__ITC4
ITC47,ALL,2015,100.0,FILTER__ITC4
ITC47,ALL,2016,100.0,FILTER__ITC4
ITC47,ALL,2017,100.0,FILTER__ITC4
ITC47,ALL,2018,100.0,FILTER__ITC4
ITC47,ALL,2019,100.0,FILTER__ITC4
ITC47,ALL,2020,100.0,FILTER__ITC4
ITC47,ALL,2021,100.0,FILTER__ITC4
ITC47,ALL,2022,100.0,FILTER__ITC4
ITC47,ALL,2023,100.0,FILTER__ITC4
ITC47,CIVIL,2014,50.0,FILTER__ITC4
ITC47,CIVIL,2015,52.9,FILTER__ITC4
ITC47,CIVIL,2016,54.8,FILTER__ITC4
ITC47,CIVIL,2017,58.4,FILTER__ITC4
ITC47,CIVIL,2018,60.0,FILTER__ITC4
ITC47,CIVIL,2019,62.8,FILTER__ITC4
ITC47,CIVIL,2020,77.8,FILTER__ITC4
ITC47,CIVIL,2021,65.2,FILTER__ITC4
ITC47,CIVIL,2022,67.1,FILTER__ITC4
ITC47,CIVIL,2023,68.9,FILTER__ITC4
ITC47,REL,2014,50.0,FILTER__ITC4
ITC47,REL,2015,47.1,FILTER__ITC4
ITC47,REL,2016,45.2,FILTER__ITC4
ITC47,REL,2017,41.6,FILTER__ITC4
ITC47,REL,2018,40.0,FILTER__ITC4
ITC47,REL,2019,37.2,FILTER__ITC4
ITC47,REL,2020,22.2,FILTER__ITC4
ITC47,REL,2021,34.8,FILTER__ITC4
ITC47,REL,2022,32.9,FILTER__ITC4
ITC47,REL,2023,31.1,FILTER__ITC4
ITC48,ALL,2014,100.0,FILTER__ITC4
ITC48,ALL,2015,100.0,FILTER__ITC4
ITC48,ALL,2016,100.0,FILTER__ITC4
ITC48,ALL,2017,100.0,FILTER__ITC4
ITC48,ALL,2018,100.0,FILTER__ITC4
ITC48,ALL,2019,100.0,FILTER__ITC4
ITC48,ALL,2020,100.0,FILTER__ITC4
ITC48,ALL,2021,100.0,FILTER__ITC4
ITC48,ALL,2022,100.0,FILTER__ITC4
ITC48,ALL,2023,100.0,FILTER__ITC4
ITC48,CIVIL,2014,60.0,FILTER__ITC4
ITC48,CIVIL,2015,62.5,FILTER__ITC4
ITC48,CIVIL,2016,61.3,FILTER__ITC4
ITC48,CIVIL,2017,67.4,FILTER__ITC4
ITC48,CIVIL,2018,67.8,FILTER__ITC4
ITC48,CIVIL,2019,72.0,FILTER__ITC4
ITC48,CIVIL,2020,84.2,FILTER__ITC4
ITC48,CIVIL,2021,73.2,FILTER__ITC4
ITC48,CIVIL,2022,75.9,FILTER__ITC4
ITC48,CIVIL,2023,75.9,FILTER__ITC4
ITC48,REL,2014,40.0,FILTER__ITC4
ITC48,REL,2015,37.5,FILTER__ITC4
ITC48,REL,2016,38.7,FILTER__ITC4
ITC48,REL,2017,32.6,FILTER__ITC4
ITC48,REL,2018,32.2,FILTER__ITC4
ITC48,REL,2019,28.0,FILTER__ITC4
ITC48,REL,2020,15.8,FILTER__ITC4
ITC48,REL,2021,26.8,FILTER__ITC4
ITC48,REL,2022,24.1,FILTER__ITC4
ITC48,REL,2023,24.1,FILTER__ITC4
ITC49,ALL,2014,100.0,FILTER__ITC4
ITC49,ALL,2015,100.0,FILTER__ITC4
ITC49,ALL,2016,100.0,FILTER__ITC4
ITC49,ALL,2017,100.0,FILTER__ITC4
ITC49,ALL,2018,100.0,FILTER__ITC4
ITC49,ALL,2019,100.0,FILTER__ITC4
ITC49,ALL,2020,100.0,FILTER__ITC4
ITC49,ALL,2021,100.0,FILTER__ITC4
ITC49,ALL,2022,100.0,FILTER__ITC4
ITC49,ALL,2023,100.0,FILTER__ITC4
ITC49,CIVIL,2014,53.6,FILTER__ITC4
ITC49,CIVIL,2015,57.3,FILTER__ITC4
ITC49,CIVIL,2016,54.1,FILTER__ITC4
ITC49,CIVIL,2017,57.7,FILTER__ITC4
ITC49,CIVIL,2018,60.2,FILTER__ITC4
ITC49,CIVIL,2019,65.4,FILTER__ITC4
ITC49,CIVIL,2020,79.5,FILTER__ITC4
ITC49,CIVIL,2021,69.2,FILTER__ITC4
ITC49,CIVIL,2022,68.5,FILTER__ITC4
ITC49,CIVIL,2023,68.8,FILTER__ITC4
ITC49,REL,2014,46.4,FILTER__ITC4
ITC49,REL,2015,42.7,FILTER__ITC4
ITC49,REL,2016,45.9,FILTER__ITC4
ITC49,REL,2017,42.3,FILTER__ITC4
ITC49,REL,2018,39.8,FILTER__ITC4
ITC49,REL,2019,34.6,FILTER__ITC4
ITC49,REL,2020,20.5,FILTER__ITC4
ITC49,REL,2021,30.8,FILTER__ITC4
ITC49,REL,2022,31.5,FILTER__ITC4
ITC49,REL,2023,31.2,FILTER__ITC4
ITC4A,ALL,2014,100.0,FILTER__ITC4
ITC4A,ALL,2015,100.0,FILTER__ITC4
ITC4A,ALL,2016,100.0,FILTER__ITC4
ITC4A,ALL,2017,100.0,FILTER__ITC4
ITC4A,ALL,2018,100.0,FILTER__ITC4
ITC4A,ALL,2019,100.0,FILTER__ITC4
ITC4A,ALL,2020,100.0,FILTER__ITC4
ITC4A,ALL,2021,100.0,FILTER__ITC4
ITC4A,ALL,2022,100.0,FILTER__ITC4
ITC4A,ALL,2023,100.0,FILTER__ITC4
ITC4A,CIVIL,2014,55.9,FILTER__ITC4
ITC4A,CIVIL,2015,58.5,FILTER__ITC4
ITC4A,CIVIL,2016,57.7,FILTER__ITC4
ITC4A,CIVIL,2017,60.8,FILTER__ITC4
ITC4A,CIVIL,2018,60.9,FILTER__ITC4
ITC4A,CIVIL,2019,65.6,FILTER__ITC4
ITC4A,CIVIL,2020,77.5,FILTER__ITC4
ITC4A,CIVIL,2021,66.2,FILTER__ITC4
ITC4A,CIVIL,2022,72.1,FILTER__ITC4
ITC4A,CIVIL,2023,68.0,FILTER__ITC4
ITC4A,REL,2014,44.1,FILTER__ITC4
ITC4A,REL,2015,41.5,FILTER__ITC4
ITC4A,REL,2016,42.3,FILTER__ITC4
ITC4A,REL,2017,39.2,FILTER__ITC4
ITC4A,REL,2018,39.1,FILTER__ITC4
ITC4A,REL,2019,34.4,FILTER__ITC4
ITC4A,REL,2020,22.5,FILTER__ITC4
ITC4A,REL,2021,33.8,FILTER__ITC4
ITC4A,REL,2022,27.9,FILTER__ITC4
ITC4A,REL,2023,32.0,FILTER__ITC4
ITC4B,ALL,2014,100.0,FILTER__ITC4
ITC4B,ALL,2015,100.0,FILTER__ITC4
ITC4B,ALL,2016,100.0,FILTER__ITC4
ITC4B,ALL,2017,100.0,FILTER__ITC4
ITC4B,ALL,2018,100.0,FILTER__ITC4
ITC4B,ALL,2019,100.0,FILTER__ITC4
ITC4B,ALL,2020,100.0,FILTER__ITC4
ITC4B,ALL,2021,100.0,FILTER__ITC4
ITC4B,ALL,2022,100.0,FILTER__ITC4
ITC4B,ALL,2023,100.0,FILTER__ITC4
ITC4B,CIVIL,2014,55.9,FILTER__ITC4
ITC4B,CIVIL,2015,58.8,FILTER__ITC4
ITC4B,CIVIL,2016,60.5,FILTER__ITC4
ITC4B,CIVIL,2017,63.7,FILTER__ITC4
ITC4B,CIVIL,2018,63.0,FILTER__ITC4
ITC4B,CIVIL,2019,69.7,FILTER__ITC4
ITC4B,CIVIL,2020,79.2,FILTER__ITC4
ITC4B,CIVIL,2021,75.6,FILTER__ITC4
ITC4B,CIVIL,2022,71.2,FILTER__ITC4
ITC4B,CIVIL,2023,75.3,FILTER__ITC4
ITC4B,REL,2014,44.1,FILTER__ITC4
ITC4B,REL,2015,41.2,FILTER__ITC4
ITC4B,REL,2016,39.5,FILTER__ITC4
ITC4B,REL,2017,36.3,FILTER__ITC4
ITC4B,REL,2018,37.0,FILTER__ITC4
ITC4B,REL,2019,30.3,FILTER__ITC4
ITC4B,REL,2020,20.8,FILTER__ITC4
ITC4B,REL,2021,24.4,FILTER__ITC4
ITC4B,REL,2022,28.8,FILTER__ITC4
ITC4B,REL,2023,24.7,FILTER__ITC4
ITCD,ALL,2014,100.0,GENERAL
ITCD,ALL,2015,100.0,GENERAL
ITCD,ALL,2016,100.0,GENERAL
ITCD,ALL,2017,100.0,GENERAL
ITCD,ALL,2018,100.0,GENERAL
ITCD,ALL,2019,100.0,GENERAL
ITCD,ALL,2020,100.0,GENERAL
ITCD,ALL,2021,100.0,GENERAL
ITCD,ALL,2022,100.0,GENERAL
ITCD,ALL,2023,100.0,GENERAL
ITCD,CIVIL,2014,55.4,GENERAL
ITCD,CIVIL,2015,58.2,GENERAL
ITCD,CIVIL,2016,59.9,GENERAL
ITCD,CIVIL,2017,62.9,GENERAL
ITCD,CIVIL,2018,63.9,GENERAL
ITCD,CIVIL,2019,66.8,GENERAL
ITCD,CIVIL,2020,78.3,GENERAL
ITCD,CIVIL,2021,68.6,GENERAL
ITCD,CIVIL,2022,70.2,GENERAL
ITCD,CIVIL,2023,72.5,GENERAL
ITCD,REL,2014,44.6,GENERAL
ITCD,REL,2015,41.8,GENERAL
ITCD,REL,2016,40.1,GENERAL
ITCD,REL,2017,37.1,GENERAL
ITCD,REL,2018,36.1,GENERAL
ITCD,REL,2019,33.2,GENERAL
ITCD,REL,2020,21.7,GENERAL
ITCD,REL,2021,31.4,GENERAL
ITCD,REL,2022,29.8,GENERAL
ITCD,REL,2023,27.5,GENERAL
ITCDE,ALL,2014,100.0,GENERAL
ITCDE,ALL,2015,100.0,GENERAL
ITCDE,ALL,2016,100.0,GENERAL
ITCDE,ALL,2017,100.0,GENERAL
ITCDE,ALL,2018,100.0,GENERAL
ITCDE,ALL,2019,100.0,GENERAL
ITCDE,ALL,2020,100.0,GENERAL
ITCDE,ALL,2021,100.0,GENERAL
ITCDE,ALL,2022,100.0,GENERAL
ITCDE,ALL,2023,100.0,GENERAL
ITCDE,CIVIL,2014,54.1,GENERAL
ITCDE,CIVIL,2015,56.6,GENERAL
ITCDE,CIVIL,2016,58.5,GENERAL
ITCDE,CIVIL,2017,61.4,GENERAL
ITCDE,CIVIL,2018,62.6,GENERAL
ITCDE,CIVIL,2019,65.3,GENERAL
ITCDE,CIVIL,2020,78.1,GENERAL
ITCDE,CIVIL,2021,67.8,GENERAL
ITCDE,CIVIL,2022,68.9,GENERAL
ITCDE,CIVIL,2023,71.2,GENERAL
ITCDE,REL,2014,45.9,GENERAL
ITCDE,REL,2015,43.4,GENERAL
ITCDE,REL,2016,41.5,GENERAL
ITCDE,REL,2017,38.6,GENERAL
ITCDE,REL,2018,37.4,GENERAL
ITCDE,REL,2019,34.7,GENERAL
ITCDE,REL,2020,21.9,GENERAL
ITCDE,REL,2021,32.2,GENERAL
ITCDE,REL,2022,31.1,GENERAL
ITCDE,REL,2023,28.8,GENERAL
ITD,ALL,2014,100.0,GENERAL
ITD,ALL,2015,100.0,GENERAL
ITD,ALL,2016,100.0,GENERAL
ITD,ALL,2017,100.0,GENERAL
ITD,ALL,2018,100.0,GENERAL
