,REF_AREA,SEX,CITIZENSHIP,COUNTRY_BIRTH,TIME_PERIOD,OBS_VALUE
0,IT,1,EUPFPM,IT,2019,34
1,IT,1,EUPFPM,IT,2020,23
2,IT,1,EUPFPM,IT,2021,21
3,IT,1,EUPFPM,IT,2022,31
4,IT,1,EUPFPM,IT,2023,35
5,IT,1,EUPFPM,X1033,2019,864
6,IT,1,EUPFPM,X1033,2020,879
7,IT,1,EUPFPM,X1033,2021,1132
8,IT,1,EUPFPM,X1033,2022,1098
9,IT,1,EUPFPM,X1033,2023,1163
10,IT,1,EUPFPM,X1045,2019,1
11,IT,1,EUPFPM,X1045,2021,1
12,IT,1,EUPFPM,X1045,2022,1
13,IT,1,EUPFPM,X1046,2019,783
14,IT,1,EUPFPM,X1046,2020,817
15,IT,1,EUPFPM,X1046,2021,1046
16,IT,1,EUPFPM,X1046,2022,1002
17,IT,1,EUPFPM,X1046,2023,1061
18,IT,1,EUPFPM,X1047,2021,1
19,IT,1,EUPFPM,X1047,2022,1
20,IT,1,EUPFPM,X1048,2019,46
21,IT,1,EUPFPM,X1048,2020,39
22,IT,1,EUPFPM,X1048,2021,63
23,IT,1,EUPFPM,X1048,2022,63
24,IT,1,EUPFPM,X1048,2023,67
25,IT,1,EUPSA,IT,2019,27
26,IT,1,EUPSA,IT,2020,28
27,IT,1,EUPSA,IT,2021,42
28,IT,1,EUPSA,IT,2022,32
29,IT,1,EUPSA,IT,2023,40
30,IT,1,EUPSA,X1033,2019,415
31,IT,1,EUPSA,X1033,2020,474
32,IT,1,EUPSA,X1033,2021,448
33,IT,1,EUPSA,X1033,2022,556
34,IT,1,EUPSA,X1033,2023,502
35,IT,1,EUPSA,X1045,2019,350
36,IT,1,EUPSA,X1045,2020,396
37,IT,1,EUPSA,X1045,2021,362
38,IT,1,EUPSA,X1045,2022,470
39,IT,1,EUPSA,X1045,2023,411
40,IT,1,EUPSA,X1046,2019,8
41,IT,1,EUPSA,X1046,2020,14
42,IT,1,EUPSA,X1046,2021,6
43,IT,1,EUPSA,X1046,2022,10
44,IT,1,EUPSA,X1046,2023,5
45,IT,1,EUPSA,X1047,2019,2
46,IT,1,EUPSA,X1047,2020,6
47,IT,1,EUPSA,X1047,2021,6
48,IT,1,EUPSA,X1047,2022,10
49,IT,1,EUPSA,X1047,2023,5
50,IT,1,EUPSA,X1048,2019,28
51,IT,1,EUPSA,X1048,2020,30
52,IT,1,EUPSA,X1048,2021,32
53,IT,1,EUPSA,X1048,2022,33
54,IT,1,EUPSA,X1048,2023,40
55,IT,1,IT,IT,2019,295867
56,IT,1,IT,IT,2020,349905
57,IT,1,IT,IT,2021,330381
58,IT,1,IT,IT,2022,332399
59,IT,1,IT,IT,2023,312358
60,IT,1,IT,X1033,2019,299723
61,IT,1,IT,X1033,2020,354515
62,IT,1,IT,X1033,2021,334967
63,IT,1,IT,X1033,2022,337113
64,IT,1,IT,X1033,2023,317098
65,IT,1,IT,X1045,2019,1143
66,IT,1,IT,X1045,2020,1364
67,IT,1,IT,X1045,2021,1200
68,IT,1,IT,X1045,2022,1278
69,IT,1,IT,X1045,2023,1251
70,IT,1,IT,X1046,2019,182
71,IT,1,IT,X1046,2020,174
72,IT,1,IT,X1046,2021,196
73,IT,1,IT,X1046,2022,169
74,IT,1,IT,X1046,2023,193
75,IT,1,IT,X1047,2019,431
76,IT,1,IT,X1047,2020,443
77,IT,1,IT,X1047,2021,509
78,IT,1,IT,X1047,2022,552
79,IT,1,IT,X1047,2023,533
80,IT,1,IT,X1048,2019,2099
81,IT,1,IT,X1048,2020,2628
82,IT,1,IT,X1048,2021,2675
83,IT,1,IT,X1048,2022,2713
84,IT,1,IT,X1048,2023,2761
85,IT,1,PFPM,IT,2019,134
86,IT,1,PFPM,IT,2020,143
87,IT,1,PFPM,IT,2021,138
88,IT,1,PFPM,IT,2022,163
89,IT,1,PFPM,IT,2023,166
90,IT,1,PFPM,X1033,2019,2496
91,IT,1,PFPM,X1033,2020,3396
92,IT,1,PFPM,X1033,2021,3515
93,IT,1,PFPM,X1033,2022,3390
94,IT,1,PFPM,X1033,2023,3671
95,IT,1,PFPM,X1045,2019,4
96,IT,1,PFPM,X1045,2020,6
97,IT,1,PFPM,X1045,2021,8
98,IT,1,PFPM,X1045,2022,7
99,IT,1,PFPM,X1045,2023,5
100,IT,1,PFPM,X1046,2019,4
101,IT,1,PFPM,X1046,2020,1
102,IT,1,PFPM,X1046,2021,2
103,IT,1,PFPM,X1046,2022,4
104,IT,1,PFPM,X1046,2023,3
105,IT,1,PFPM,X1047,2019,1
106,IT,1,PFPM,X1047,2021,1
107,IT,1,PFPM,X1048,2019,2353
108,IT,1,PFPM,X1048,2020,3246
109,IT,1,PFPM,X1048,2021,3365
110,IT,1,PFPM,X1048,2022,3216
111,IT,1,PFPM,X1048,2023,3497
112,IT,1,PSA,IT,2019,46
113,IT,1,PSA,IT,2020,35
114,IT,1,PSA,IT,2021,46
115,IT,1,PSA,IT,2022,35
116,IT,1,PSA,IT,2023,49
117,IT,1,PSA,X1033,2019,154
118,IT,1,PSA,X1033,2020,154
119,IT,1,PSA,X1033,2021,148
120,IT,1,PSA,X1033,2022,149
121,IT,1,PSA,X1033,2023,181
122,IT,1,PSA,X1045,2019,4
123,IT,1,PSA,X1045,2020,6
124,IT,1,PSA,X1045,2021,4
125,IT,1,PSA,X1045,2022,2
126,IT,1,PSA,X1045,2023,8
127,IT,1,PSA,X1046,2019,1
128,IT,1,PSA,X1046,2021,2
129,IT,1,PSA,X1046,2022,5
130,IT,1,PSA,X1046,2023,3
131,IT,1,PSA,X1047,2019,96
132,IT,1,PSA,X1047,2020,97
133,IT,1,PSA,X1047,2021,91
134,IT,1,PSA,X1047,2022,103
135,IT,1,PSA,X1047,2023,115
136,IT,1,PSA,X1048,2019,7
137,IT,1,PSA,X1048,2020,16
138,IT,1,PSA,X1048,2021,5
139,IT,1,PSA,X1048,2022,4
140,IT,1,PSA,X1048,2023,6
141,IT,1,TOTAL,IT,2019,296108
142,IT,1,TOTAL,IT,2020,350134
143,IT,1,TOTAL,IT,2021,330628
144,IT,1,TOTAL,IT,2022,332660
145,IT,1,TOTAL,IT,2023,312648
146,IT,1,TOTAL,X1033,2019,303652
147,IT,1,TOTAL,X1033,2020,359418
148,IT,1,TOTAL,X1033,2021,340210
149,IT,1,TOTAL,X1033,2022,342306
150,IT,1,TOTAL,X1033,2023,322615
151,IT,1,TOTAL,X1045,2019,1502
152,IT,1,TOTAL,X1045,2020,1772
153,IT,1,TOTAL,X1045,2021,1575
154,IT,1,TOTAL,X1045,2022,1758
155,IT,1,TOTAL,X1045,2023,1675
156,IT,1,TOTAL,X1046,2019,978
157,IT,1,TOTAL,X1046,2020,1006
158,IT,1,TOTAL,X1046,2021,1252
159,IT,1,TOTAL,X1046,2022,1190
160,IT,1,TOTAL,X1046,2023,1265
161,IT,1,TOTAL,X1047,2019,530
162,IT,1,TOTAL,X1047,2020,546
163,IT,1,TOTAL,X1047,2021,608
164,IT,1,TOTAL,X1047,2022,666
165,IT,1,TOTAL,X1047,2023,653
166,IT,1,TOTAL,X1048,2019,4533
167,IT,1,TOTAL,X1048,2020,5959
168,IT,1,TOTAL,X1048,2021,6140
169,IT,1,TOTAL,X1048,2022,6029
170,IT,1,TOTAL,X1048,2023,6371
171,IT,2,EUPFPM,IT,2019,26
172,IT,2,EUPFPM,IT,2020,29
173,IT,2,EUPFPM,IT,2021,19
174,IT,2,EUPFPM,IT,2022,27
175,IT,2,EUPFPM,IT,2023,22
176,IT,2,EUPFPM,X1033,2019,907
177,IT,2,EUPFPM,X1033,2020,1025
178,IT,2,EUPFPM,X1033,2021,1177
179,IT,2,EUPFPM,X1033,2022,1177
180,IT,2,EUPFPM,X1033,2023,1185
181,IT,2,EUPFPM,X1045,2019,1
182,IT,2,EUPFPM,X1045,2023,3
183,IT,2,EUPFPM,X1046,2019,842
184,IT,2,EUPFPM,X1046,2020,942
185,IT,2,EUPFPM,X1046,2021,1103
186,IT,2,EUPFPM,X1046,2022,1075
187,IT,2,EUPFPM,X1046,2023,1102
188,IT,2,EUPFPM,X1048,2019,38
189,IT,2,EUPFPM,X1048,2020,54
190,IT,2,EUPFPM,X1048,2021,55
191,IT,2,EUPFPM,X1048,2022,75
192,IT,2,EUPFPM,X1048,2023,58
193,IT,2,EUPSA,IT,2019,46
194,IT,2,EUPSA,IT,2020,39
195,IT,2,EUPSA,IT,2021,35
196,IT,2,EUPSA,IT,2022,48
197,IT,2,EUPSA,IT,2023,50
198,IT,2,EUPSA,X1033,2019,403
199,IT,2,EUPSA,X1033,2020,488
200,IT,2,EUPSA,X1033,2021,496
201,IT,2,EUPSA,X1033,2022,512
202,IT,2,EUPSA,X1033,2023,563
203,IT,2,EUPSA,X1045,2019,324
204,IT,2,EUPSA,X1045,2020,414
205,IT,2,EUPSA,X1045,2021,391
206,IT,2,EUPSA,X1045,2022,428
207,IT,2,EUPSA,X1045,2023,454
208,IT,2,EUPSA,X1046,2019,5
209,IT,2,EUPSA,X1046,2020,9
210,IT,2,EUPSA,X1046,2021,16
211,IT,2,EUPSA,X1046,2022,3
212,IT,2,EUPSA,X1046,2023,9
213,IT,2,EUPSA,X1047,2019,6
214,IT,2,EUPSA,X1047,2020,3
215,IT,2,EUPSA,X1047,2021,6
216,IT,2,EUPSA,X1047,2022,6
217,IT,2,EUPSA,X1047,2023,13
218,IT,2,EUPSA,X1048,2019,22
219,IT,2,EUPSA,X1048,2020,23
220,IT,2,EUPSA,X1048,2021,48
221,IT,2,EUPSA,X1048,2022,27
222,IT,2,EUPSA,X1048,2023,37
223,IT,2,IT,IT,2019,321672
224,IT,2,IT,IT,2020,370197
225,IT,2,IT,IT,2021,350136
226,IT,2,IT,IT,2022,361554
227,IT,2,IT,IT,2023,337178
228,IT,2,IT,X1033,2019,327277
229,IT,2,IT,X1033,2020,376595
230,IT,2,IT,X1033,2021,356379
231,IT,2,IT,X1033,2022,368095
232,IT,2,IT,X1033,2023,343616
233,IT,2,IT,X1045,2019,2140
234,IT,2,IT,X1045,2020,2533
235,IT,2,IT,X1045,2021,2339
236,IT,2,IT,X1045,2022,2495
237,IT,2,IT,X1045,2023,2462
238,IT,2,IT,X1046,2019,438
239,IT,2,IT,X1046,2020,445
240,IT,2,IT,X1046,2021,426
241,IT,2,IT,X1046,2022,417
242,IT,2,IT,X1046,2023,448
243,IT,2,IT,X1047,2019,581
244,IT,2,IT,X1047,2020,656
245,IT,2,IT,X1047,2021,683
246,IT,2,IT,X1047,2022,704
247,IT,2,IT,X1047,2023,616
248,IT,2,IT,X1048,2019,2444
249,IT,2,IT,X1048,2020,2762
250,IT,2,IT,X1048,2021,2792
251,IT,2,IT,X1048,2022,2924
252,IT,2,IT,X1048,2023,2909
253,IT,2,PFPM,IT,2019,116
254,IT,2,PFPM,IT,2020,129
255,IT,2,PFPM,IT,2021,136
256,IT,2,PFPM,IT,2022,101
257,IT,2,PFPM,IT,2023,113
258,IT,2,PFPM,X1033,2019,2070
259,IT,2,PFPM,X1033,2020,2663
260,IT,2,PFPM,X1033,2021,2964
261,IT,2,PFPM,X1033,2022,2849
262,IT,2,PFPM,X1033,2023,2941
263,IT,2,PFPM,X1045,2019,2
264,IT,2,PFPM,X1045,2020,6
265,IT,2,PFPM,X1045,2021,8
266,IT,2,PFPM,X1045,2022,7
267,IT,2,PFPM,X1045,2023,5
268,IT,2,PFPM,X1046,2019,3
269,IT,2,PFPM,X1046,2020,5
270,IT,2,PFPM,X1046,2021,7
271,IT,2,PFPM,X1046,2022,5
272,IT,2,PFPM,X1046,2023,6
273,IT,2,PFPM,X1047,2021,1
274,IT,2,PFPM,X1047,2023,1
275,IT,2,PFPM,X1048,2019,1949
276,IT,2,PFPM,X1048,2020,2522
277,IT,2,PFPM,X1048,2021,2811
278,IT,2,PFPM,X1048,2022,2735
279,IT,2,PFPM,X1048,2023,2816
280,IT,2,PSA,IT,2019,27
281,IT,2,PSA,IT,2020,36
282,IT,2,PSA,IT,2021,29
283,IT,2,PSA,IT,2022,30
284,IT,2,PSA,IT,2023,33
285,IT,2,PSA,X1033,2019,108
286,IT,2,PSA,X1033,2020,128
287,IT,2,PSA,X1033,2021,120
288,IT,2,PSA,X1033,2022,138
289,IT,2,PSA,X1033,2023,145
290,IT,2,PSA,X1045,2019,8
291,IT,2,PSA,X1045,2020,3
292,IT,2,PSA,X1045,2021,4
293,IT,2,PSA,X1045,2022,7
294,IT,2,PSA,X1045,2023,6
295,IT,2,PSA,X1046,2019,2
296,IT,2,PSA,X1046,2020,5
297,IT,2,PSA,X1046,2021,1
298,IT,2,PSA,X1046,2022,1
299,IT,2,PSA,X1046,2023,2
300,IT,2,PSA,X1047,2019,65
301,IT,2,PSA,X1047,2020,80
302,IT,2,PSA,X1047,2021,78
303,IT,2,PSA,X1047,2022,93
304,IT,2,PSA,X1047,2023,95
305,IT,2,PSA,X1048,2019,6
306,IT,2,PSA,X1048,2020,4
307,IT,2,PSA,X1048,2021,8
308,IT,2,PSA,X1048,2022,7
309,IT,2,PSA,X1048,2023,9
310,IT,2,TOTAL,IT,2019,321887
311,IT,2,TOTAL,IT,2020,370430
312,IT,2,TOTAL,IT,2021,350355
313,IT,2,TOTAL,IT,2022,361760
314,IT,2,TOTAL,IT,2023,337396
315,IT,2,TOTAL,X1033,2019,330765
316,IT,2,TOTAL,X1033,2020,380899
317,IT,2,TOTAL,X1033,2021,361136
318,IT,2,TOTAL,X1033,2022,372771
319,IT,2,TOTAL,X1033,2023,348450
320,IT,2,TOTAL,X1045,2019,2475
321,IT,2,TOTAL,X1045,2020,2956
322,IT,2,TOTAL,X1045,2021,2742
323,IT,2,TOTAL,X1045,2022,2937
324,IT,2,TOTAL,X1045,2023,2930
325,IT,2,TOTAL,X1046,2019,1290
326,IT,2,TOTAL,X1046,2020,1406
327,IT,2,TOTAL,X1046,2021,1553
328,IT,2,TOTAL,X1046,2022,1501
329,IT,2,TOTAL,X1046,2023,1567
330,IT,2,TOTAL,X1047,2019,652
331,IT,2,TOTAL,X1047,2020,739
332,IT,2,TOTAL,X1047,2021,768
333,IT,2,TOTAL,X1047,2022,803
334,IT,2,TOTAL,X1047,2023,725
335,IT,2,TOTAL,X1048,2019,4459
336,IT,2,TOTAL,X1048,2020,5365
337,IT,2,TOTAL,X1048,2021,5714
338,IT,2,TOTAL,X1048,2022,5768
339,IT,2,TOTAL,X1048,2023,5829
340,IT,9,EUPFPM,IT,2019,60
341,IT,9,EUPFPM,IT,2020,52
342,IT,9,EUPFPM,IT,2021,40
343,IT,9,EUPFPM,IT,2022,58
344,IT,9,EUPFPM,IT,2023,57
345,IT,9,EUPFPM,X1033,2019,1771
346,IT,9,EUPFPM,X1033,2020,1904
347,IT,9,EUPFPM,X1033,2021,2309
348,IT,9,EUPFPM,X1033,2022,2275
349,IT,9,EUPFPM,X1033,2023,2348
350,IT,9,EUPFPM,X1045,2019,2
351,IT,9,EUPFPM,X1045,2021,1
352,IT,9,EUPFPM,X1045,2022,1
353,IT,9,EUPFPM,X1045,2023,3
354,IT,9,EUPFPM,X1046,2019,1625
355,IT,9,EUPFPM,X1046,2020,1759
356,IT,9,EUPFPM,X1046,2021,2149
357,IT,9,EUPFPM,X1046,2022,2077
358,IT,9,EUPFPM,X1046,2023,2163
359,IT,9,EUPFPM,X1047,2021,1
360,IT,9,EUPFPM,X1047,2022,1
361,IT,9,EUPFPM,X1048,2019,84
362,IT,9,EUPFPM,X1048,2020,93
363,IT,9,EUPFPM,X1048,2021,118
364,IT,9,EUPFPM,X1048,2022,138
365,IT,9,EUPFPM,X1048,2023,125
366,IT,9,EUPSA,IT,2019,73
367,IT,9,EUPSA,IT,2020,67
368,IT,9,EUPSA,IT,2021,77
369,IT,9,EUPSA,IT,2022,80
370,IT,9,EUPSA,IT,2023,90
371,IT,9,EUPSA,X1033,2019,818
372,IT,9,EUPSA,X1033,2020,962
373,IT,9,EUPSA,X1033,2021,944
374,IT,9,EUPSA,X1033,2022,1068
375,IT,9,EUPSA,X1033,2023,1065
376,IT,9,EUPSA,X1045,2019,674
377,IT,9,EUPSA,X1045,2020,810
378,IT,9,EUPSA,X1045,2021,753
379,IT,9,EUPSA,X1045,2022,898
380,IT,9,EUPSA,X1045,2023,865
381,IT,9,EUPSA,X1046,2019,13
382,IT,9,EUPSA,X1046,2020,23
383,IT,9,EUPSA,X1046,2021,22
384,IT,9,EUPSA,X1046,2022,13
385,IT,9,EUPSA,X1046,2023,14
386,IT,9,EUPSA,X1047,2019,8
387,IT,9,EUPSA,X1047,2020,9
388,IT,9,EUPSA,X1047,2021,12
389,IT,9,EUPSA,X1047,2022,16
390,IT,9,EUPSA,X1047,2023,18
391,IT,9,EUPSA,X1048,2019,50
392,IT,9,EUPSA,X1048,2020,53
393,IT,9,EUPSA,X1048,2021,80
394,IT,9,EUPSA,X1048,2022,60
395,IT,9,EUPSA,X1048,2023,77
396,IT,9,IT,IT,2019,617539
397,IT,9,IT,IT,2020,720102
398,IT,9,IT,IT,2021,680517
399,IT,9,IT,IT,2022,693953
400,IT,9,IT,IT,2023,649536
401,IT,9,IT,X1033,2019,627000
402,IT,9,IT,X1033,2020,731110
403,IT,9,IT,X1033,2021,691346
404,IT,9,IT,X1033,2022,705208
405,IT,9,IT,X1033,2023,660714
406,IT,9,IT,X1045,2019,3283
407,IT,9,IT,X1045,2020,3897
408,IT,9,IT,X1045,2021,3539
409,IT,9,IT,X1045,2022,3773
410,IT,9,IT,X1045,2023,3713
411,IT,9,IT,X1046,2019,620
412,IT,9,IT,X1046,2020,619
413,IT,9,IT,X1046,2021,622
414,IT,9,IT,X1046,2022,586
415,IT,9,IT,X1046,2023,641
416,IT,9,IT,X1047,2019,1012
417,IT,9,IT,X1047,2020,1099
418,IT,9,IT,X1047,2021,1192
419,IT,9,IT,X1047,2022,1256
420,IT,9,IT,X1047,2023,1149
421,IT,9,IT,X1048,2019,4543
422,IT,9,IT,X1048,2020,5390
423,IT,9,IT,X1048,2021,5467
424,IT,9,IT,X1048,2022,5637
425,IT,9,IT,X1048,2023,5670
426,IT,9,PFPM,IT,2019,250
427,IT,9,PFPM,IT,2020,272
428,IT,9,PFPM,IT,2021,274
429,IT,9,PFPM,IT,2022,264
430,IT,9,PFPM,IT,2023,279
431,IT,9,PFPM,X1033,2019,4566
432,IT,9,PFPM,X1033,2020,6059
433,IT,9,PFPM,X1033,2021,6479
434,IT,9,PFPM,X1033,2022,6239
435,IT,9,PFPM,X1033,2023,6612
436,IT,9,PFPM,X1045,2019,6
437,IT,9,PFPM,X1045,2020,12
438,IT,9,PFPM,X1045,2021,16
439,IT,9,PFPM,X1045,2022,14
440,IT,9,PFPM,X1045,2023,10
441,IT,9,PFPM,X1046,2019,7
442,IT,9,PFPM,X1046,2020,6
443,IT,9,PFPM,X1046,2021,9
444,IT,9,PFPM,X1046,2022,9
445,IT,9,PFPM,X1046,2023,9
446,IT,9,PFPM,X1047,2019,1
447,IT,9,PFPM,X1047,2021,2
448,IT,9,PFPM,X1047,2023,1
449,IT,9,PFPM,X1048,2019,4302
450,IT,9,PFPM,X1048,2020,5768
451,IT,9,PFPM,X1048,2021,6176
452,IT,9,PFPM,X1048,2022,5951
453,IT,9,PFPM,X1048,2023,6313
454,IT,9,PSA,IT,2019,73
455,IT,9,PSA,IT,2020,71
456,IT,9,PSA,IT,2021,75
457,IT,9,PSA,IT,2022,65
458,IT,9,PSA,IT,2023,82
459,IT,9,PSA,X1033,2019,262
460,IT,9,PSA,X1033,2020,282
461,IT,9,PSA,X1033,2021,268
462,IT,9,PSA,X1033,2022,287
463,IT,9,PSA,X1033,2023,326
464,IT,9,PSA,X1045,2019,12
465,IT,9,PSA,X1045,2020,9
466,IT,9,PSA,X1045,2021,8
467,IT,9,PSA,X1045,2022,9
468,IT,9,PSA,X1045,2023,14
469,IT,9,PSA,X1046,2019,3
470,IT,9,PSA,X1046,2020,5
471,IT,9,PSA,X1046,2021,3
472,IT,9,PSA,X1046,2022,6
473,IT,9,PSA,X1046,2023,5
474,IT,9,PSA,X1047,2019,161
475,IT,9,PSA,X1047,2020,177
476,IT,9,PSA,X1047,2021,169
477,IT,9,PSA,X1047,2022,196
478,IT,9,PSA,X1047,2023,210
479,IT,9,PSA,X1048,2019,13
480,IT,9,PSA,X1048,2020,20
481,IT,9,PSA,X1048,2021,13
482,IT,9,PSA,X1048,2022,11
483,IT,9,PSA,X1048,2023,15
484,IT,9,TOTAL,IT,2019,617995
485,IT,9,TOTAL,IT,2020,720564
486,IT,9,TOTAL,IT,2021,680983
487,IT,9,TOTAL,IT,2022,694420
488,IT,9,TOTAL,IT,2023,650044
489,IT,9,TOTAL,X1033,2019,634417
490,IT,9,TOTAL,X1033,2020,740317
491,IT,9,TOTAL,X1033,2021,701346
492,IT,9,TOTAL,X1033,2022,715077
493,IT,9,TOTAL,X1033,2023,671065
494,IT,9,TOTAL,X1045,2019,3977
495,IT,9,TOTAL,X1045,2020,4728
496,IT,9,TOTAL,X1045,2021,4317
497,IT,9,TOTAL,X1045,2022,4695
498,IT,9,TOTAL,X1045,2023,4605
499,IT,9,TOTAL,X1046,2019,2268
500,IT,9,TOTAL,X1046,2020,2412
501,IT,9,TOTAL,X1046,2021,2805
502,IT,9,TOTAL,X1046,2022,2691
503,IT,9,TOTAL,X1046,2023,2832
504,IT,9,TOTAL,X1047,2019,1182
505,IT,9,TOTAL,X1047,2020,1285
506,IT,9,TOTAL,X1047,2021,1376
507,IT,9,TOTAL,X1047,2022,1469
508,IT,9,TOTAL,X1047,2023,1378
509,IT,9,TOTAL,X1048,2019,8992
510,IT,9,TOTAL,X1048,2020,11324
511,IT,9,TOTAL,X1048,2021,11854
512,IT,9,TOTAL,X1048,2022,11797
513,IT,9,TOTAL,X1048,2023,12200
514,IT108,1,EUPFPM,X1033,2019,7
515,IT108,1,EUPFPM,X1033,2020,10
516,IT108,1,EUPFPM,X1033,2021,10
517,IT108,1,EUPFPM,X1033,2022,12
518,IT108,1,EUPFPM,X1033,2023,11
519,IT108,1,EUPFPM,X1046,2019,5
520,IT108,1,EUPFPM,X1046,2020,10
521,IT108,1,EUPFPM,X1046,2021,10
522,IT108,1,EUPFPM,X1046,2022,10
523,IT108,1,EUPFPM,X1046,2023,11
524,IT108,1,EUPFPM,X1048,2019,2
525,IT108,1,EUPFPM,X1048,2022,2
526,IT108,1,EUPSA,IT,2019,1
527,IT108,1,EUPSA,IT,2023,1
528,IT108,1,EUPSA,X1033,2019,6
529,IT108,1,EUPSA,X1033,2020,7
530,IT108,1,EUPSA,X1033,2021,2
531,IT108,1,EUPSA,X1033,2022,2
532,IT108,1,EUPSA,X1033,2023,7
533,IT108,1,EUPSA,X1045,2019,5
534,IT108,1,EUPSA,X1045,2020,5
535,IT108,1,EUPSA,X1045,2021,2
536,IT108,1,EUPSA,X1045,2022,1
537,IT108,1,EUPSA,X1045,2023,5
538,IT108,1,EUPSA,X1048,2020,2
539,IT108,1,EUPSA,X1048,2022,1
540,IT108,1,EUPSA,X1048,2023,1
541,IT108,1,IT,IT,2019,3843
542,IT108,1,IT,IT,2020,4963
543,IT108,1,IT,IT,2021,4303
544,IT108,1,IT,IT,2022,4231
545,IT108,1,IT,IT,2023,4020
546,IT108,1,IT,X1033,2019,3885
547,IT108,1,IT,X1033,2020,5009
548,IT108,1,IT,X1033,2021,4349
549,IT108,1,IT,X1033,2022,4273
550,IT108,1,IT,X1033,2023,4071
551,IT108,1,IT,X1045,2019,4
552,IT108,1,IT,X1045,2020,14
553,IT108,1,IT,X1045,2021,10
554,IT108,1,IT,X1045,2022,11
555,IT108,1,IT,X1045,2023,12
556,IT108,1,IT,X1046,2019,3
557,IT108,1,IT,X1046,2020,2
558,IT108,1,IT,X1046,2021,2
559,IT108,1,IT,X1046,2022,2
560,IT108,1,IT,X1047,2019,3
561,IT108,1,IT,X1047,2020,5
562,IT108,1,IT,X1047,2021,5
563,IT108,1,IT,X1047,2022,5
564,IT108,1,IT,X1047,2023,4
565,IT108,1,IT,X1048,2019,32
566,IT108,1,IT,X1048,2020,25
567,IT108,1,IT,X1048,2021,29
568,IT108,1,IT,X1048,2022,24
569,IT108,1,IT,X1048,2023,35
570,IT108,1,PFPM,IT,2019,1
571,IT108,1,PFPM,IT,2020,2
572,IT108,1,PFPM,IT,2021,4
573,IT108,1,PFPM,IT,2022,3
574,IT108,1,PFPM,IT,2023,5
575,IT108,1,PFPM,X1033,2019,35
576,IT108,1,PFPM,X1033,2020,50
577,IT108,1,PFPM,X1033,2021,39
578,IT108,1,PFPM,X1033,2022,49
579,IT108,1,PFPM,X1033,2023,45
580,IT108,1,PFPM,X1045,2020,1
581,IT108,1,PFPM,X1048,2019,34
582,IT108,1,PFPM,X1048,2020,47
583,IT108,1,PFPM,X1048,2021,35
584,IT108,1,PFPM,X1048,2022,46
585,IT108,1,PFPM,X1048,2023,40
586,IT108,1,PSA,IT,2020,1
587,IT108,1,PSA,IT,2021,1
588,IT108,1,PSA,X1033,2020,2
589,IT108,1,PSA,X1033,2021,2
590,IT108,1,PSA,X1033,2023,2
591,IT108,1,PSA,X1047,2020,1
592,IT108,1,PSA,X1047,2021,1
593,IT108,1,PSA,X1047,2023,2
594,IT108,1,TOTAL,IT,2019,3845
595,IT108,1,TOTAL,IT,2020,4966
596,IT108,1,TOTAL,IT,2021,4308
597,IT108,1,TOTAL,IT,2022,4234
598,IT108,1,TOTAL,IT,2023,4026
599,IT108,1,TOTAL,X1033,2019,3933
600,IT108,1,TOTAL,X1033,2020,5078
601,IT108,1,TOTAL,X1033,2021,4402
602,IT108,1,TOTAL,X1033,2022,4336
603,IT108,1,TOTAL,X1033,2023,4136
604,IT108,1,TOTAL,X1045,2019,9
605,IT108,1,TOTAL,X1045,2020,20
606,IT108,1,TOTAL,X1045,2021,12
607,IT108,1,TOTAL,X1045,2022,12
608,IT108,1,TOTAL,X1045,2023,17
609,IT108,1,TOTAL,X1046,2019,8
610,IT108,1,TOTAL,X1046,2020,12
611,IT108,1,TOTAL,X1046,2021,12
612,IT108,1,TOTAL,X1046,2022,12
613,IT108,1,TOTAL,X1046,2023,11
614,IT108,1,TOTAL,X1047,2019,3
615,IT108,1,TOTAL,X1047,2020,6
616,IT108,1,TOTAL,X1047,2021,6
617,IT108,1,TOTAL,X1047,2022,5
618,IT108,1,TOTAL,X1047,2023,6
619,IT108,1,TOTAL,X1048,2019,68
620,IT108,1,TOTAL,X1048,2020,74
621,IT108,1,TOTAL,X1048,2021,64
622,IT108,1,TOTAL,X1048,2022,73
623,IT108,1,TOTAL,X1048,2023,76
624,IT108,2,EUPFPM,IT,2020,1
625,IT108,2,EUPFPM,IT,2021,2
626,IT108,2,EUPFPM,IT,2023,2
627,IT108,2,EUPFPM,X1033,2019,11
628,IT108,2,EUPFPM,X1033,2020,9
629,IT108,2,EUPFPM,X1033,2021,9
630,IT108,2,EUPFPM,X1033,2022,8
631,IT108,2,EUPFPM,X1033,2023,16
632,IT108,2,EUPFPM,X1046,2019,10
633,IT108,2,EUPFPM,X1046,2020,6
634,IT108,2,EUPFPM,X1046,2021,6
635,IT108,2,EUPFPM,X1046,2022,7
636,IT108,2,EUPFPM,X1046,2023,13
637,IT108,2,EUPFPM,X1048,2019,1
638,IT108,2,EUPFPM,X1048,2020,2
639,IT108,2,EUPFPM,X1048,2021,1
640,IT108,2,EUPFPM,X1048,2022,1
641,IT108,2,EUPFPM,X1048,2023,1
642,IT108,2,EUPSA,IT,2021,2
643,IT108,2,EUPSA,X1033,2019,2
644,IT108,2,EUPSA,X1033,2020,4
645,IT108,2,EUPSA,X1033,2021,10
646,IT108,2,EUPSA,X1033,2022,6
